Symbol,Price,Price Time,Status,High Date,High,Low Date,Low,Entry Date,Entry,SL,Target,Distance %,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade,Live Grade,Speed Group
ONESOURCE.NS,1522.0,2026-08-24T12:50:00+05:30,OPEN,2025-11-03,1925.0,2026-01-30,1057.0,2026-04-23,1739.248,1491.0,2150.6800000000003,-12.49091561410449,1,0,1,0,1,0.0,-10.082533359390297,-10.082533359390297,15.0,,,15.0,,,,-0.6721688906260198,,INSUFFICIENT,C,UNKNOWN
MANBA.NS,130.0,2026-08-24T12:40:00+05:30,OPEN,2025-11-11,145.0,2026-03-30,98.0,2026-06-19,134.942,121.5,157.22,-3.66231417942524,2,0,2,0,2,0.0,-4.391718204742294,-4.391718204742294,2.0,,,1.5,,,,-2.195859102371147,,INSUFFICIENT,C,UNKNOWN
KSR.NS,29.489999771118164,2026-08-24T12:35:00+05:30,OPEN,2025-11-27,34.95000076293945,2025-12-29,14.039999961853027,2026-02-11,30.47526059150696,24.49500036239624,40.38660097122192,-3.2329857112472866,2,0,1,1,1,0.0,7.787692322167237,7.787692322167237,31.0,,,0.0,,,,0.2512158813602334,,INSUFFICIENT,C,UNKNOWN
INDORAMA.NS,63.47999954223633,2026-08-24T12:50:00+05:30,OPEN,2025-11-03,75.0,2026-03-23,29.0,2026-08-04,65.156,52.0,86.96000000000001,-2.5722887497140365,3,0,3,0,3,0.0,-12.722784006585186,-12.722784006585186,14.333333333333334,,,14.333333333333334,,,,-0.8876360934826873,,INSUFFICIENT,C,UNKNOWN
GPTHEALTH.NS,149.05999755859375,2026-08-24T12:50:00+05:30,OPEN,2025-08-20,163.22000122070312,2026-03-27,115.0,2026-06-03,152.90092095947267,139.11000061035156,175.75720153808595,-2.512034183166877,2,0,2,0,2,0.0,-8.767148678602211,-8.767148678602211,7.5,,,7.0,,,,-1.1689531571469616,,INSUFFICIENT,C,UNKNOWN
LGEINDIA.NS,1625.9000244140625,2026-08-24T12:50:00+05:30,OPEN,2026-06-19,1705.199951171875,2026-07-31,1484.800048828125,2026-08-14,1658.0343720703124,1595.0,1762.50392578125,-1.9380990043122703,3,0,3,0,3,0.0,-4.228434784847621,-4.228434784847621,8.333333333333334,,,7.666666666666667,,,,-0.5074121741817145,,INSUFFICIENT,C,UNKNOWN
AEQUS.NS,257.3399963378906,2026-08-24T12:50:00+05:30,OPEN,2026-07-09,274.3900146484375,2026-07-30,215.0,2026-08-18,261.6805515136719,244.69500732421875,289.83141845703125,-1.658722878209196,3,0,3,0,3,0.0,-7.542800332944769,-7.542800332944769,1.0,,,0.0,,,,-7.542800332944769,,INSUFFICIENT,C,UNKNOWN
GNFC.NS,592.8499755859375,2026-08-24T12:50:00+05:30,OPEN,2026-06-22,616.0,2026-07-24,492.1000061035156,2026-08-17,589.4854013061523,554.0500030517578,648.213998413086,0.5707646486800406,2,0,2,0,2,0.0,-6.077646555100777,-6.077646555100777,6.0,,,5.5,,,,-1.012941092516796,,INSUFFICIENT,C,UNKNOWN
PREMIERENE.NS,1029.0,2026-08-24T12:50:00+05:30,OPEN,2025-10-27,1119.0999755859375,2026-02-25,666.9000244140625,2026-04-16,1022.3291860351562,893.0,1236.6719628906249,0.6525113491785194,3,0,3,0,3,0.0,-6.107390262365979,-6.107390262365979,1.0,,,0.0,,,,-6.107390262365979,,INSUFFICIENT,C,UNKNOWN
INDGN.NS,567.75,2026-08-24T12:50:00+05:30,OPEN,2025-09-17,596.7999877929688,2026-03-23,414.0,2026-08-04,557.6807904052735,505.3999938964844,644.3279846191406,1.8055507322404143,4,0,4,0,4,0.0,-6.459524211528178,-6.459524211528178,6.0,,,6.0,,,,-1.0765873685880296,,INSUFFICIENT,C,UNKNOWN
5PAISA.NS,377.7000122070313,2026-08-24T12:50:00+05:30,OPEN,2026-01-19,396.5,2026-03-30,245.5,2026-07-01,364.186,321.0,435.76,3.710744566521303,4,0,3,1,3,0.0,-4.472810105148659,-4.472810105148659,15.75,,,0.0,,,,-0.2839879431840418,,INSUFFICIENT,C,UNKNOWN
VERANDA.NS,252.8000030517578,2026-08-24T12:45:00+05:30,OPEN,2025-10-28,272.5,2026-03-19,130.02000427246094,2026-05-13,242.00928091430663,201.26000213623047,309.5447988891601,4.458805090732072,3,0,2,1,2,0.0,-5.509410234667747,-5.509410234667747,34.333333333333336,,,21.5,,,,-0.1604682592621674,,INSUFFICIENT,C,UNKNOWN
STYLEBAAZA.NS,411.2000122070313,2026-08-24T12:50:00+05:30,OPEN,2026-05-13,427.0,2026-06-30,252.6999969482422,2026-08-18,389.69979934692384,339.8499984741211,472.318000793457,5.517121870767811,4,0,3,1,3,0.0,-8.767948178037772,-8.767948178037772,15.75,,,0.3333333333333333,,,,-0.5566951224150967,,INSUFFICIENT,C,UNKNOWN
ENRIN.NS,3491.89990234375,2026-08-24T12:50:00+05:30,OPEN,2025-09-23,3625.0,2026-01-23,2115.0,2026-04-29,3301.86,2870.0,4017.6,5.755540887371054,3,0,2,1,2,0.0,0.1366284505471645,0.1366284505471645,25.33333333333333,,,7.0,,,,0.0053932283110722,,INSUFFICIENT,C,UNKNOWN
AEGISVOPAK.NS,272.29998779296875,2026-08-24T12:50:00+05:30,OPEN,2025-12-01,284.3999938964844,2026-03-30,158.0,2026-07-03,257.3503952026367,221.1999969482422,317.2639923095703,5.809042017814186,3,0,3,0,3,0.0,-4.983124411236411,-4.983124411236411,1.0,,,0.0,,,,-4.983124411236411,,INSUFFICIENT,C,UNKNOWN
STOVEKRAFT.NS,797.0,2026-08-24T12:50:00+05:30,OPEN,2025-11-03,813.9500122070312,2026-03-30,447.0499877929688,2026-06-22,735.433406982422,630.5,909.3440185546876,8.371470813406983,3,0,3,0,3,0.0,-10.04229491946274,-10.04229491946274,18.666666666666668,,,18.0,,,,-0.5379800849712182,,INSUFFICIENT,C,UNKNOWN
TARSONS.NS,348.79998779296875,2026-08-24T12:50:00+05:30,OPEN,2025-08-20,342.45001220703125,2026-03-30,164.4499969482422,2026-07-06,304.3580089416504,253.45000457763672,388.7300161743164,14.60187593086749,1,0,1,0,1,0.0,-13.11401377069573,-13.11401377069573,32.0,,,32.0,,,,-0.4098129303342415,,INSUFFICIENT,C,UNKNOWN
VALIANTLAB.NS,100.5199966430664,2026-08-24T12:40:00+05:30,OPEN,2025-09-22,94.9499969482422,2026-03-04,49.5099983215332,2026-08-17,85.22583724212646,72.2299976348877,106.76439659118653,17.94544928610002,1,0,1,0,1,0.0,-5.753478555132404,-5.753478555132404,21.0,,,21.0,,,,-0.2739751692920192,,INSUFFICIENT,C,UNKNOWN
AFIL.NS,10.199999809265137,2026-08-24T12:50:00+05:30,OPEN,2025-10-01,9.670000076293944,2026-02-02,3.920000076293945,2026-03-11,8.439500076293946,6.795000076293945,11.165000076293946,20.860237182962173,3,0,2,1,2,0.0,-9.510852379690908,-9.510852379690908,21.33333333333333,,,1.5,,,,-0.4458212052980113,,INSUFFICIENT,C,UNKNOWN
IKIO.NS,194.16000366210935,2026-08-24T12:45:00+05:30,OPEN,2025-09-11,248.8800048828125,2026-03-30,103.52999877929688,2026-07-10,217.77510357666017,176.2050018310547,286.67100646972654,-10.843801484515389,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
INDIGOPNTS.NS,1153.5999755859375,2026-08-24T12:45:00+05:30,OPEN,2025-11-18,1345.9000244140625,2026-03-30,708.0499877929688,2026-08-14,1209.4001165771483,1026.9750061035156,1511.741033935547,-4.613869324664588,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
AEROPLANE.NS,174.88999938964844,2026-08-24T12:50:00+05:30,OPEN,2026-04-02,200.0,2026-06-11,117.1999969482422,2026-07-13,182.28079934692383,158.5999984741211,221.528000793457,-4.054623407267891,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
21STCENMGM.NS,43.18999862670898,2026-08-24T12:25:00+05:30,OPEN,2026-01-08,48.45000076293945,2026-04-06,28.25,2026-08-10,44.12720059967041,38.35000038146973,53.70200096130371,-2.1238645557054103,1,0,0,1,0,,14.275100692418818,14.275100692418818,62.0,,,,,,,0.2302435595551422,,INSUFFICIENT,C,UNKNOWN
MARKOLINES.NS,172.67999267578125,2026-08-24T12:50:00+05:30,OPEN,2025-10-14,188.0,2026-01-21,131.64999389648438,2026-05-26,175.94109869384766,159.8249969482422,202.65100158691405,-1.8535214581903987,1,0,0,1,0,,1.374836200558797,1.374836200558797,62.0,,,,,,,0.0221747774283676,,INSUFFICIENT,C,UNKNOWN
TMCV.NS,471.6000061035156,2026-08-24T12:50:00+05:30,OPEN,2026-02-27,509.0,2026-06-11,357.04998779296875,2026-08-13,476.48269738769534,433.0249938964844,548.5070031738281,-1.0247363253584965,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
ALGOQUANT.NS,65.54000091552734,2026-08-24T12:45:00+05:30,OPEN,2026-01-06,71.01000213623047,2026-03-23,47.79999923706055,2026-07-17,66.0430615158081,59.40500068664551,77.04460289001464,-0.7617160512165971,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
OAL.NS,341.1499938964844,2026-08-24T12:50:00+05:30,OPEN,2025-10-27,374.2999877929688,2026-03-30,228.0,2026-06-10,342.99179040527343,301.1499938964844,412.3379846191406,-0.536979764621428,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
MATRIMONY.NS,525.75,2026-08-24T12:45:00+05:30,OPEN,2026-01-23,573.0,2026-03-16,364.0499877929688,2026-08-11,528.2846973876954,468.5249938964844,627.3270031738282,-0.4797976167451253,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
CAPITALSFB.NS,285.8999938964844,2026-08-24T12:40:00+05:30,OPEN,2025-08-22,308.0,2026-03-30,206.5500030517578,2026-05-08,286.2897006530762,257.2750015258789,334.37699920654296,-0.1361232191388017,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
STYL.NS,389.3999938964844,2026-08-24T12:50:00+05:30,OPEN,2025-09-30,437.4500122070313,2026-03-30,209.1100006103516,2026-07-14,388.5852497253418,323.2800064086914,496.818415222168,0.2096693509901538,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
ALKYLAMINE.NS,2063.10009765625,2026-08-24T12:50:00+05:30,OPEN,2025-08-25,2201.89990234375,2026-03-17,1212.0,2026-07-10,1990.061323242188,1706.949951171875,2459.273876953125,3.670177072486808,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
DIFFNKG.NS,400.5,2026-08-24T12:45:00+05:30,OPEN,2025-09-11,418.2000122070313,2026-03-19,216.8000030517578,2026-06-12,375.1004102478028,317.50000762939453,470.5640145874023,6.771410816484429,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
SHANTIGOLD.NS,268.7900085449219,2026-08-24T12:50:00+05:30,OPEN,2025-08-21,274.1000061035156,2026-03-30,155.0,2026-08-14,248.6126047973633,214.5500030517578,305.06600769042973,8.11600190746747,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
TASTYBITE.NS,10156.0,2026-08-24T12:40:00+05:30,OPEN,2025-08-20,10100.0,2026-03-23,6430.0,2026-07-01,9314.62,8265.0,11054.2,9.032896672113292,1,0,0,1,0,,-5.913665423794888,-5.913665423794888,60.0,,,,,,,-0.0985610903965814,,INSUFFICIENT,C,UNKNOWN
ANTHEM.NS,888.0,2026-08-24T12:50:00+05:30,OPEN,2025-09-18,873.5,2026-02-02,579.1500244140625,2026-05-13,810.5091052246094,726.3250122070312,950.0309936523438,9.560767951387328,1,0,0,1,0,,-7.755505817929986,-7.755505817929986,61.0,,,,,,,-0.1271394396381965,,INSUFFICIENT,C,UNKNOWN
ARIS.NS,144.1300048828125,2026-08-24T12:50:00+05:30,OPEN,2026-05-18,137.75999450683594,2026-06-30,105.1999969482422,2026-07-29,130.79215502929688,121.47999572753906,146.2255938720703,10.197744544027126,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
KOHINOOR.NS,36.900001525878906,2026-08-24T12:45:00+05:30,OPEN,2025-10-09,35.45000076293945,2026-03-30,19.200000762939453,2026-08-19,31.97250076293945,27.325000762939453,39.675000762939455,15.41168393262222,0,0,0,0,0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN
MINDTECK.NS,170.6999969482422,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-20,307.67999267578125,2026-03-30,145.1300048828125,,272.8942952880859,226.40499877929688,349.9429895019531,37.44830877903125,6,5,0,1,5,100.0,8.81350183439847,8.81350183439847,12.833333333333334,3.0,1.0,,80.0,80.0,100.0,0.6867663767063743,95.0,A+,C,FAST
MUTHOOTFIN.NS,3184.89990234375,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-01-29,4149.5,2026-08-03,2671.0,,3833.101,3410.25,4533.91,16.91061878244925,6,4,1,1,5,80.0,4.108529346867669,4.108529346867669,15.0,6.75,2.5,2.0,75.0,75.0,75.0,0.2739019564578446,80.42,A+,C,FAST
MKPL.NS,4.170000076293945,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-22,8.850000381469727,2026-03-30,3.559999942779541,,7.717940287590027,6.205000162124634,10.225400495529176,45.97003966201904,6,3,2,1,5,60.0,4.565384492213629,4.565384492213629,22.83333333333333,2.6666666666666665,1.0,33.5,66.66666666666666,100.0,100.0,0.1999438463743195,75.63,A+,C,FAST
VIYASH.NS,268.8999938964844,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-06,298.0,2026-08-17,245.3000030517578,,286.7222006530762,271.6500015258789,311.7019992065429,6.2158447151973615,6,3,1,2,4,75.0,2.661791687927558,2.661791687927558,28.0,14.333333333333334,5.0,5.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0950639888545556,75.33,A+,C,FAST
BECTORFOOD.NS,256.2900085449219,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-04,299.0,2026-07-15,165.0,,270.324,232.0,333.84000000000003,5.191544759280766,6,3,2,1,5,60.0,5.7813429262599385,5.7813429262599385,18.166666666666668,15.333333333333334,5.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,0.3182390601610975,74.2,A,C,FAST
NDL.NS,3.0299999713897705,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-18,3.75,2026-03-30,1.7999999523162842,,3.332699989795685,2.774999976158142,4.257000012397766,9.082726297978946,6,3,2,1,5,60.0,4.79773001978557,4.79773001978557,13.5,6.333333333333333,7.0,0.5,33.33333333333333,100.0,100.0,0.3553874088730052,73.0,A,C,FAST
ZEEMEDIA.NS,9.369999885559082,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-22,13.260000228881836,2026-03-30,6.650000095367432,,11.845460200309754,9.955000162124634,14.97860026359558,20.897966587114443,6,3,2,1,5,60.0,4.43693013764729,4.43693013764729,14.666666666666666,7.333333333333333,6.0,2.5,33.33333333333333,66.66666666666666,100.0,0.302517963930497,69.1,A,C,FAST
HERITGFOOD.NS,385.25,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-18,540.0,2026-03-30,292.54998779296875,,487.0456973876953,416.2749938964844,604.3370031738282,20.900646065386447,6,3,2,1,5,60.0,1.1036977946597013,1.1036977946597013,14.5,5.666666666666667,2.0,4.0,66.66666666666666,66.66666666666666,100.0,0.0761170892868759,66.89,A,C,FAST
INDOTHAI.NS,56.68000030517578,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-12-03,439.8999938964844,2026-08-20,62.79999923706055,,359.20059503936767,251.3499965667725,537.9459925079345,84.22051603256287,10,5,4,1,9,55.55555555555556,-0.3955077306146434,-0.3955077306146434,13.0,4.6,6.0,11.75,40.0,100.0,100.0,-0.0304236715857417,64.1,B,C,FAST
CASTROLIND.NS,187.38999938964844,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-08-21,211.3999938964844,2026-03-24,170.10000610351562,,202.56179650878903,190.75,222.13799072265624,7.489959795297479,6,2,3,1,5,40.0,1.5140071845357663,1.5140071845357663,12.166666666666666,4.5,4.5,0.0,50.0,100.0,100.0,0.1244389466741725,62.87,B,C,FAST
DCMFINSERV.NS,5.309999942779541,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-03-17,8.550000190734863,2026-04-06,4.449999809265137,,7.672600109100342,6.5,9.616000289916991,30.79269260388745,12,6,6,0,12,50.0,-1.794717161291052,-1.794717161291052,10.25,3.8333333333333335,4.5,16.666666666666668,83.33333333333334,100.0,100.0,-0.175094357199127,62.7,B,C,FAST
TEXMOPIPES.NS,45.18999862670898,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-11,62.0,2026-03-30,33.0,,55.794,47.5,69.53999999999999,19.00563030664769,6,3,3,0,6,50.0,-1.159480571142731,-1.159480571142731,5.5,0.6666666666666666,1.0,9.666666666666666,100.0,100.0,100.0,-0.2108146492986783,62.69,B,C,FAST
NAGREEKCAP.NS,23.299999237060547,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2026-05-04,32.0,2026-08-10,21.809999465942383,,29.81933988571167,26.90499973297119,34.64940013885498,21.862793320166528,16,7,8,1,15,46.66666666666666,-1.762187346357824,-1.762187346357824,9.4375,4.857142857142857,5.0,7.0,57.14285714285714,100.0,100.0,-0.1867218380246701,62.41,B,C,FAST
NIRAJ.NS,28.709999084472656,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2025-09-15,51.97999954223633,2026-03-30,20.14999961853028,,45.16837955856323,36.0649995803833,60.255799522399904,36.43783690037275,9,4,5,0,9,44.44444444444444,-0.0395829823800806,-0.0395829823800806,3.4444444444444446,0.75,1.0,5.2,100.0,100.0,100.0,-0.0114918335942169,62.22,B,C,FAST
NILASPACES.NS,12.899999618530272,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-26,20.46999931335449,2026-03-30,11.350000381469728,,18.518319541931152,15.90999984741211,22.84119903564453,30.33925357362627,9,4,4,1,8,50.0,-1.6071887694664788,-1.6071887694664788,10.88888888888889,2.75,2.0,6.5,75.0,100.0,100.0,-0.1475989686244725,61.99,B,C,FAST
GRPLTD.NS,2019.9000244140625,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-08-22,2491.0,2026-01-27,1500.0,,2278.926,1995.5,2748.66,11.366142454205947,20,7,13,0,20,35.0,-0.0787736863248063,-0.0787736863248063,2.4,1.8571428571428568,1.0,1.6153846153846154,100.0,100.0,100.0,-0.0328223693020026,61.38,B,C,FAST
DIXON.NS,14534.0,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-25,18471.0,2026-03-30,9600.0,,16572.606,14035.5,20777.46,12.301058747187978,6,2,3,1,5,40.0,0.5250112181064251,0.5250112181064251,20.0,0.0,0.0,18.666666666666668,100.0,100.0,100.0,0.0262505609053212,61.32,B,C,FAST
RECLTD.NS,324.54998779296875,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-29,378.7000122070313,2026-08-20,327.5,,367.7432095947266,353.1000061035156,392.0120153808594,11.74548453236136,8,3,4,1,7,42.85714285714285,-0.2387544518414585,-0.2387544518414585,10.125,2.6666666666666665,3.0,2.75,100.0,100.0,100.0,-0.0235806866016255,61.27,B,C,FAST
DRCSYSTEMS.NS,12.5600004196167,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-11,23.68000030517578,2026-03-16,11.5,,21.073480239868164,17.59000015258789,26.846800384521487,40.39902153487262,13,5,7,1,12,41.66666666666667,-0.623010032283116,-0.623010032283116,11.846153846153848,2.4,2.0,11.285714285714286,100.0,100.0,100.0,-0.0525917559719513,61.19,B,C,FAST
NMDC.NS,85.98999786376953,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-06-03,97.48999786376952,2026-08-17,81.05000305175781,,93.97183897399904,89.27000045776367,101.76439651489258,8.493864967820834,17,7,8,2,15,46.66666666666666,-0.0175616720236505,-0.0175616720236505,13.0,8.571428571428571,7.0,4.75,28.57142857142857,85.71428571428571,85.71428571428571,-0.0013508978479731,60.71,B,C,FAST
INNOVANA.NS,321.0,2026-08-24T12:20:00+05:30,WAITING FOR 0.786,2025-09-15,564.7999877929688,2026-08-18,290.0,,505.9927904052735,427.3999938964844,636.2479846191407,36.56036092077598,14,6,8,0,14,42.85714285714285,-0.2270741320152065,-0.2270741320152065,7.357142857142857,4.333333333333333,1.5,9.25,83.33333333333334,83.33333333333334,100.0,-0.0308644451282805,60.62,B,C,FAST
A2ZINFRA.NS,16.079999923706055,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-04,22.63999938964844,2026-07-23,12.0,,20.36303952026368,17.31999969482422,25.40639923095703,21.03340020675932,12,5,6,1,11,45.45454545454545,-0.0903108460596385,-0.0903108460596385,14.5,5.8,6.0,13.833333333333334,20.0,100.0,100.0,-0.0062283342110095,60.54,B,C,FAST
JUBLPHARMA.NS,894.0,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-21,1184.800048828125,2026-03-09,786.0499877929688,,1099.4675357666017,985.4250183105468,1288.4750646972657,18.68791292899247,7,2,3,2,5,40.0,0.0115993995159214,0.0115993995159214,18.571428571428573,2.0,2.0,0.3333333333333333,100.0,100.0,100.0,0.0006245830508573,60.52,B,C,FAST
BASF.NS,3898.10009765625,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-03,4829.89990234375,2026-03-23,3122.199951171875,,4464.452112792969,3976.049926757813,5273.901889648438,12.68581229741108,10,4,6,0,10,40.0,-0.6392506298593076,-0.6392506298593076,5.2,3.25,3.0,5.833333333333333,75.0,100.0,100.0,-0.1229328134344822,60.5,B,C,FAST
ICEMAKE.NS,720.0,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-29,860.1500244140625,2026-08-19,702.5,,826.4129191894531,781.3250122070312,901.1390307617188,12.876483016967232,20,7,13,0,20,35.0,-0.922834077606558,-0.922834077606558,3.0,3.857142857142857,4.0,1.8461538461538465,57.14285714285714,100.0,100.0,-0.3076113592021859,60.06,B,C,FAST
TEMBO.NS,57.900001525878906,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-11-11,83.69999694824219,2026-03-30,43.334999084472656,,75.06188740539551,63.51749801635742,94.19489639282229,22.86364821447721,6,2,3,1,5,40.0,-0.3083200862449328,-0.3083200862449328,26.0,2.5,2.5,30.33333333333333,100.0,100.0,100.0,-0.0118584648555743,60.02,B,C,FAST
CROWN.NS,105.9800033569336,2026-08-24T12:35:00+05:30,WAITING FOR 0.786,2025-09-10,191.0,2026-03-30,100.62000274658205,,171.65868058776857,145.81000137329102,214.49879928588865,38.261203573246426,10,4,5,1,9,44.44444444444444,-2.327136889687673,-2.327136889687673,8.7,3.5,3.5,2.0,75.0,100.0,100.0,-0.2674869988146751,59.64,B,C,FAST
RAMKY.NS,387.5,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-07,705.0,2026-07-30,367.0,,632.668,536.0,792.88,38.75144625617227,12,5,7,0,12,41.66666666666667,-0.3828244248780743,-0.3828244248780743,4.666666666666667,3.8,2.0,4.714285714285714,80.0,80.0,100.0,-0.0820338053310159,59.57,B,C,FAST
AGRITECH.NS,103.5500030517578,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-12-17,187.19000244140625,2026-03-30,92.5199966430664,,166.93062120056152,139.85499954223633,211.8042039489746,37.968239555434245,12,5,7,0,12,41.66666666666667,-1.682027968275598,-1.682027968275598,2.5,2.4,1.0,1.7142857142857142,80.0,100.0,100.0,-0.6728111873102393,59.54,B,C,FAST
ANGELONE.NS,288.20001220703125,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-16,355.29998779296875,2026-08-18,281.6000061035156,,339.5281917114258,318.4499969482422,374.46198303222656,15.117501508687608,10,4,5,1,9,44.44444444444444,-0.8009596409981491,-0.8009596409981491,15.4,10.0,2.5,10.0,75.0,75.0,75.0,-0.0520103662985811,59.53,B,C,FAST
CINEVISTA.NS,14.18000030517578,2026-08-24T12:20:00+05:30,WAITING FOR 0.786,2025-09-25,22.799999237060547,2026-03-30,12.15999984741211,,20.523039367675786,17.479999542236328,25.56639907836914,30.906918555593784,7,3,4,0,7,42.85714285714285,-1.5442438843866273,-1.5442438843866273,5.0,3.333333333333333,3.0,6.0,100.0,100.0,100.0,-0.3088487768773255,59.23,B,C,FAST
INDUSTOWER.NS,376.4500122070313,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-02-19,481.5,2026-08-10,363.5,,456.248,422.5,512.1800000000001,17.490046595923435,6,1,3,2,4,25.0,2.9731267626247253,2.9731267626247253,25.166666666666668,5.0,5.0,7.666666666666667,100.0,100.0,100.0,0.1181374872566115,59.15,B,C,FAST
ARCHIES.NS,13.59000015258789,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-09-24,24.3799991607666,2026-03-30,10.859999656677246,,21.48671926689148,17.619999408721924,27.89519903182984,36.751627906599545,9,3,5,1,8,37.5,-0.5769994052702507,-0.5769994052702507,8.333333333333334,1.3333333333333333,1.0,1.4,100.0,100.0,100.0,-0.06923992863243,58.6,B,C,FAST
GODFRYPHLP.NS,2104.5,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-16,3947.0,2026-03-23,1832.0999755859373,,3494.4113947753904,2889.5499877929688,4496.874006347656,39.775265066199495,18,7,11,0,18,38.88888888888889,-0.4022002874715251,-0.4022002874715251,5.388888888888889,7.285714285714286,2.0,3.636363636363636,71.42857142857143,71.42857142857143,85.71428571428571,-0.0746351048916232,58.57,B,C,FAST
ANDHRAPAP.NS,60.84999847412109,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-10-06,86.88999938964844,2026-03-30,58.0,,80.70753952026368,72.44499969482422,94.40139923095704,24.60431970071005,12,4,8,0,12,33.33333333333333,-0.4933823350787381,-0.4933823350787381,5.25,2.25,1.0,6.125,75.0,100.0,100.0,-0.0939775876340453,58.06,B,C,FAST
SANDUMA.NS,203.1100006103516,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-05-27,245.69000244140625,2026-07-24,191.0,,233.9863419189453,218.34500122070312,259.9094030761719,13.195787863246114,10,4,6,0,10,40.0,-2.404486441556159,-2.404486441556159,7.4,0.5,0.5,11.5,100.0,100.0,100.0,-0.3249306002102917,57.74,B,C,FAST
ASALCBR.NS,726.7999877929688,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-11-03,1277.0,2026-03-30,660.6500244140625,,1145.1011052246097,968.8250122070312,1437.2509936523438,36.529623063248366,8,3,5,0,8,37.5,-1.2143571975087966,-1.2143571975087966,6.0,2.333333333333333,3.0,7.6,100.0,100.0,100.0,-0.2023928662514661,57.6,B,C,FAST
ASIANHOTNR.NS,294.79998779296875,2026-08-24T12:05:00+05:30,WAITING FOR 0.786,2026-07-07,402.5499877929688,2026-07-24,280.20001220703125,,376.3670930175781,341.375,434.3609814453125,21.67222021740349,12,4,8,0,12,33.33333333333333,-1.0120589819613854,-1.0120589819613854,4.75,2.75,2.0,5.25,75.0,100.0,100.0,-0.2130650488339759,57.25,B,C,FAST
