Symbol,Price,Price Time,Status,High Date,High,Low Date,Low,Entry Date,Entry,SL,Target,Distance %,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade,Live Grade,Speed Group
LFIC.NS,140.0,2026-08-24T11:45:00+05:30,WAITING FOR 0.786,2025-09-03,240.8999938964844,2026-03-30,111.0,,213.10139520263672,175.9499969482422,274.6739923095703,34.30357418970678,10,1,9,0,10,10.0,-5.7652711666451095,-5.7652711666451095,1.3,0.0,0.0,0.4444444444444444,100.0,100.0,100.0,-4.434823974342391,40.49,D,C,FAST
AMJLAND.NS,38.63999938964844,2026-08-24T12:15:00+05:30,WAITING FOR 0.786,2025-09-09,61.0,2026-03-30,30.299999237060547,,54.43019983673096,45.64999961853027,68.98200019836426,29.009999034445705,9,1,7,1,8,12.5,-5.831131759108156,-5.831131759108156,9.11111111111111,0.0,0.0,2.2857142857142856,100.0,100.0,100.0,-0.6400022662435781,40.39,D,C,FAST
TOKYOPLAST.NS,78.16000366210938,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2025-09-18,140.85000610351562,2026-03-30,53.86000061035156,,122.23414492797852,97.3550033569336,163.46740753173827,36.05714368259216,17,1,16,0,17,5.88235294117647,-5.467587872188922,-5.467587872188922,3.3529411764705883,3.0,3.0,2.6875,100.0,100.0,100.0,-1.6306841022317835,40.31,D,C,FAST
SHAH.NS,3.990000009536743,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-27,4.800000190734863,2026-08-11,3.900000095367432,,4.607400170326233,4.350000143051148,5.034000215530396,13.400185309837635,9,1,7,1,8,12.5,-6.007357355619886,-6.007357355619886,12.666666666666666,1.0,1.0,7.285714285714286,100.0,100.0,100.0,-0.4742650543910436,40.11,D,C,FAST
PEARLPOLY.NS,15.920000076293944,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2025-09-09,35.02000045776367,2026-03-30,12.75,,30.254220359802247,23.88500022888184,40.81020057678222,47.3792420133017,10,1,8,1,9,11.11111111111111,-6.37014309718119,-6.37014309718119,8.8,0.0,0.0,2.625,100.0,100.0,100.0,-0.7238798974069534,39.99,D,C,FAST
BVCL.NS,41.75,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-09,69.98999786376953,2026-03-30,31.200000762939453,,61.68893848419189,50.59499931335449,80.07539710998535,32.32174028947077,11,2,9,0,11,18.181818181818183,-6.299754989491334,-6.299754989491334,6.181818181818182,6.5,6.5,5.777777777777778,50.0,100.0,100.0,-1.0190780130059511,39.93,D,C,FAST
SPLIL.NS,30.950000762939453,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-11-03,45.20000076293945,2026-03-30,20.200000762939453,,39.85000076293946,32.70000076293945,51.70000076293945,22.333751140795496,14,1,13,0,14,7.142857142857142,-5.486742432830496,-5.486742432830496,3.928571428571429,1.0,1.0,3.4615384615384617,100.0,100.0,100.0,-1.3966253465386715,39.78,D,C,FAST
SPCENET.NS,3.400000095367432,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-28,11.239999771118164,2026-03-30,3.0,,9.476639820098878,7.119999885559082,13.382399711608889,64.12230326453458,7,1,6,0,7,14.285714285714285,-6.7342266812536025,-6.7342266812536025,7.571428571428571,1.0,1.0,8.166666666666666,100.0,100.0,100.0,-0.889426165448589,39.69,D,C,FAST
ANIKINDS.NS,45.0,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-08-25,98.0,2026-03-30,32.5,,83.983,65.25,115.03,46.417727397211344,17,2,15,0,17,11.76470588235294,-5.684909375862151,-5.684909375862151,2.5294117647058822,5.5,5.5,1.6,50.0,100.0,100.0,-2.247522311387362,39.32,D,C,FAST
VASWANI.NS,46.4900016784668,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2026-06-09,63.400001525878906,2026-08-17,44.5,,59.35540119934082,53.95000076293945,68.31400192260742,21.67519595675296,14,2,12,0,14,14.285714285714285,-5.749245936486546,-5.749245936486546,3.7142857142857135,7.0,7.0,2.6666666666666665,50.0,100.0,100.0,-1.547873905977147,39.23,D,C,FAST
CYBERMEDIA.NS,18.399999618530277,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-05-08,21.43000030517578,2026-07-24,14.550000190734863,,19.957680280685423,17.990000247955322,23.21880033493042,7.804918408591988,6,1,5,0,6,16.666666666666664,-7.694156886095146,-7.694156886095146,5.5,1.0,1.0,5.6,100.0,100.0,100.0,-1.398937615653663,39.14,D,C,FAST
AURUS.NS,4.699999809265137,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-09-16,7.489999771118164,2026-03-30,4.099999904632568,,6.764539799690247,5.794999837875366,8.371399736404419,30.52003612307296,10,1,8,1,9,11.11111111111111,-6.982487506033145,-6.982487506033145,8.7,1.0,1.0,2.5,100.0,100.0,100.0,-0.8025847708084075,39.03,D,C,FAST
INTLCONV.NS,77.0,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-10-07,114.54000091552734,2026-03-30,60.0,,102.8684407196045,87.27000045776367,128.72040115356447,25.14711075490671,6,1,5,0,6,16.666666666666664,-7.783320910862933,-7.783320910862933,13.833333333333334,0.0,0.0,15.8,100.0,100.0,100.0,-0.56264970439973,39.01,D,C,FAST
ONWARDTEC.NS,285.6499938964844,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2026-02-03,345.3999938964844,2026-03-30,208.25,,316.0498952026367,276.8249969482422,381.0589923095703,9.618703175541734,14,1,13,0,14,7.142857142857142,-4.18724808500069,-4.18724808500069,3.7142857142857135,6.0,6.0,2.8461538461538463,0.0,100.0,100.0,-1.1273360228848013,38.81,D,C,FAST
GENUSPAPER.NS,11.31999969482422,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-08-25,19.780000686645508,2026-03-30,8.670000076293945,,17.402460556030274,14.225000381469728,22.668600845336915,34.95172904786944,7,1,6,0,7,14.285714285714285,-7.35574080056516,-7.35574080056516,7.571428571428571,1.0,1.0,8.333333333333334,100.0,100.0,100.0,-0.9715129359237004,38.72,D,C,FAST
BHANDARI.NS,3.0999999046325684,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-24,5.130000114440918,2026-03-30,2.0,,4.460180089950562,3.565000057220459,5.943800144195556,30.49608217351309,8,1,7,0,8,12.5,-6.974221413354389,-6.974221413354389,8.375,1.0,1.0,8.857142857142858,100.0,100.0,100.0,-0.8327428553258972,38.6,D,C,FAST
STARTECK.NS,257.8500061035156,2026-08-24T12:20:00+05:30,WAITING FOR 0.786,2026-01-02,349.95001220703125,2026-03-30,215.1000061035156,,321.0921109008789,282.52500915527344,385.0110137939453,19.695938533004348,9,1,8,0,9,11.11111111111111,-6.764066612135249,-6.764066612135249,4.777777777777778,2.0,2.0,4.5,100.0,100.0,100.0,-1.4157348723073775,38.38,D,C,FAST
UNITEDTEA.NS,452.6000061035156,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2026-04-13,590.0,2026-08-19,446.0,,559.184,518.0,627.44,19.06063011396684,16,1,15,0,16,6.25,-5.239906263876055,-5.239906263876055,2.5,7.0,7.0,1.4,0.0,100.0,100.0,-2.095962505550422,37.81,D,C,FAST
KIOCL.NS,389.0,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-10-06,634.5499877929688,2026-03-16,290.6499938964844,,560.955389099121,462.59999084472656,723.9639862060546,30.65402212737036,13,1,12,0,13,7.6923076923076925,-6.9728249666649535,-6.9728249666649535,5.230769230769231,0.0,0.0,4.916666666666667,100.0,100.0,100.0,-1.3330400671565352,37.68,D,C,FAST
LAXMICOT.NS,13.890000343322754,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-02-24,19.0,2026-04-01,11.699999809265137,,17.43779995918274,15.349999904632568,20.898000049591065,20.345454266962825,17,1,16,0,17,5.88235294117647,-7.389227307003004,-7.389227307003004,2.235294117647059,0.0,0.0,1.5625,100.0,100.0,100.0,-3.305706953132923,37.31,D,C,FAST
TAINWALCHM.NS,220.0,2026-08-24T12:25:00+05:30,WAITING FOR 0.786,2026-07-14,257.0,2026-07-29,194.9900054931641,,243.7298611755371,225.99500274658203,273.12259857177736,9.736132068957518,12,1,11,0,12,8.333333333333332,-5.482153375997593,-5.482153375997593,10.916666666666666,7.0,7.0,10.909090909090908,0.0,100.0,100.0,-0.5021819886410009,37.27,D,C,FAST
PALASHSECU.NS,88.20999908447266,2026-08-24T12:20:00+05:30,WAITING FOR 0.786,2025-09-30,132.6999969482422,2026-03-30,79.01000213623047,,121.21033805847168,105.85499954223631,146.65939559936524,27.2256801710096,13,1,12,0,13,7.6923076923076925,-7.234656586533787,-7.234656586533787,3.769230769230769,1.0,1.0,3.25,100.0,100.0,100.0,-1.9193986862232495,37.27,D,C,FAST
BANG.NS,32.56999969482422,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-11-19,61.0,2026-06-29,25.84000015258789,,53.47576003265381,43.420000076293945,70.14159996032714,39.09390034861392,12,1,11,0,12,8.333333333333332,-5.834560141801245,-5.834560141801245,4.333333333333333,6.0,6.0,3.636363636363636,0.0,100.0,100.0,-1.346436955800287,36.72,D,C,FAST
STEELXIND.NS,10.65999984741211,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-06-22,13.949999809265137,2026-08-11,10.0600004196167,,13.117539939880372,12.005000114440918,14.96139965057373,18.73476355880396,12,1,11,0,12,8.333333333333332,-7.821141698995412,-7.821141698995412,12.083333333333334,1.0,1.0,12.818181818181818,100.0,100.0,100.0,-0.6472668992272065,36.61,D,C,FAST
ARTNIRMAN.NS,41.2599983215332,2026-08-24T12:10:00+05:30,WAITING FOR 0.786,2025-10-27,66.97000122070312,2026-03-30,29.38999938964844,,58.92788082885743,48.18000030517578,76.74080169677734,29.982212594131045,9,1,8,0,9,11.11111111111111,-10.010041603738802,-10.010041603738802,12.333333333333334,3.0,3.0,13.125,100.0,100.0,100.0,-0.8116249948977406,36.44,D,C,FAST
HBSL.NS,54.040000915527344,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-11-10,108.8000030517578,2026-03-30,42.630001068115234,,94.6396226272583,75.71500205993652,126.00420356750487,42.89917962969283,14,1,13,0,14,7.142857142857142,-5.740658837697241,-5.740658837697241,7.785714285714286,7.0,7.0,7.230769230769231,0.0,100.0,100.0,-0.7373323277776274,36.39,D,C,FAST
RACLGEAR.NS,1520.800048828125,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2026-02-17,1691.9000244140625,2026-03-23,1144.0,,1574.649419189453,1417.9500122070312,1834.3540307617184,3.419768851726176,3,3,0,0,3,100.0,14.906664004657983,14.906664004657983,4.333333333333333,4.333333333333333,5.0,,66.66666666666666,100.0,100.0,3.439999385690304,,INSUFFICIENT,C,FAST
ADANIGREEN.NS,1301.800048828125,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-14,1631.5,2026-08-19,1281.0999755859375,,1556.5143947753909,1456.2999877929688,1722.6040063476562,16.364406702709733,4,4,0,0,4,100.0,6.25580148227695,6.25580148227695,2.75,2.75,1.5,,75.0,100.0,100.0,2.274836902646164,,INSUFFICIENT,C,FAST
ISFT.NS,87.0,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-09-19,119.06999969482422,2026-03-30,54.04999923706055,,105.1557195968628,86.55999946594238,135.97519981384278,17.26555594547465,3,3,0,0,3,100.0,9.34887076998226,9.34887076998226,3.6666666666666665,3.6666666666666665,4.0,,100.0,100.0,100.0,2.54969202817698,,INSUFFICIENT,C,FAST
POWERICA.NS,523.4000244140625,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-06-24,676.9500122070312,2026-08-07,510.0,,641.2227095947266,593.4750061035156,720.3570153808594,18.37469001294913,1,1,0,0,1,100.0,13.110133881506536,13.110133881506536,5.0,5.0,5.0,,100.0,100.0,100.0,2.622026776301307,,INSUFFICIENT,C,FAST
FRACTAL.NS,839.0,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-05-12,1118.0,2026-07-31,760.7000122070312,,1041.5378026123046,939.3500061035156,1210.897996826172,19.446034709860264,1,1,0,0,1,100.0,10.055649285534416,10.055649285534416,7.0,7.0,7.0,,0.0,100.0,100.0,1.4365213265049164,,INSUFFICIENT,C,FAST
TCIEXP.NS,549.9000244140625,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-24,780.0,2026-03-27,447.5499877929688,,708.8556973876953,613.7749938964844,866.4370031738281,22.424264001745755,2,2,0,0,2,100.0,8.59922794627111,8.59922794627111,1.0,0.0,0.0,,100.0,100.0,100.0,8.59922794627111,,INSUFFICIENT,C,FAST
TPHQ.NS,0.5899999737739563,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-12-24,0.8600000143051147,2026-07-22,0.4000000059604645,,0.7615600125193596,0.6300000101327896,0.9796000164747238,22.52744838556529,2,1,0,1,1,100.0,10.736619277895386,10.736619277895386,32.5,5.0,5.0,,100.0,100.0,100.0,0.3303575162429349,,INSUFFICIENT,C,FAST
VINNY.NS,1.0700000524520874,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-12-11,1.5299999713897705,2026-05-12,0.9399999976158142,,1.403739977002144,1.2349999845027924,1.6833999645709992,23.775053073774988,2,2,0,0,2,100.0,17.413229226916286,17.413229226916286,7.0,7.0,7.0,,50.0,50.0,100.0,2.487604175273755,,INSUFFICIENT,C,FAST
BONLON.NS,40.400001525878906,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2026-05-11,57.0,2026-08-03,38.54999923706055,,53.05169983673096,47.77499961853027,61.79700019836426,23.84786604347879,1,1,0,0,1,100.0,14.948276928987683,14.948276928987683,7.0,7.0,7.0,,0.0,100.0,100.0,2.1354681327125262,,INSUFFICIENT,C,FAST
KREBSBIO.NS,54.290000915527344,2026-08-24T12:35:00+05:30,WAITING FOR 0.786,2025-09-19,82.48999786376953,2026-03-30,38.33000183105469,,73.03975871276856,60.40999984741211,93.9715968322754,25.670618479142718,1,1,0,0,1,100.0,14.115355581143527,14.115355581143527,1.0,0.0,0.0,,100.0,100.0,100.0,14.115355581143527,,INSUFFICIENT,C,FAST
SURANASOL.NS,25.530000686645508,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-08,39.08000183105469,2026-03-30,18.309999465942383,,34.63522132492065,28.69500064849853,44.48020244598389,26.28890559946783,5,4,0,1,4,100.0,8.532815193414823,8.532815193414823,16.2,5.0,2.5,,75.0,75.0,100.0,0.5267169872478286,,INSUFFICIENT,C,FAST
LUXIND.NS,1218.0,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-04-24,1823.3499755859373,2026-08-17,1154.0999755859375,,1680.1304755859376,1488.7249755859375,1997.3549755859376,27.50563020558101,1,1,0,0,1,100.0,10.364998611750345,10.364998611750345,7.0,7.0,7.0,,0.0,100.0,100.0,1.480714087392906,,INSUFFICIENT,C,FAST
TEAMLEASE.NS,1236.5,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-16,1944.300048828125,2026-03-16,1065.199951171875,,1756.1726279296877,1504.75,2172.8660742187503,29.591204171216244,1,1,0,0,1,100.0,4.487031154679517,4.487031154679517,3.0,3.0,3.0,,100.0,100.0,100.0,1.495677051559839,,INSUFFICIENT,C,FAST
TATACHEM.NS,628.1500244140625,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-17,1026.6500244140625,2026-03-30,580.2999877929688,,931.1311165771484,803.4750061035156,1142.701033935547,32.539036314976656,2,1,0,1,1,100.0,12.77540393680286,12.77540393680286,31.0,1.0,1.0,,100.0,100.0,100.0,0.4121098044129955,,INSUFFICIENT,C,FAST
SAMPANN.NS,26.100000381469727,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2025-11-06,43.43999862670898,2026-03-30,23.75,,39.226338920593264,33.59499931335449,48.55939826965332,33.463073282713104,1,1,0,0,1,100.0,9.119303810044082,9.119303810044082,2.0,2.0,2.0,,100.0,100.0,100.0,4.559651905022041,,INSUFFICIENT,C,FAST
ASIANTILES.NS,46.56999969482422,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-04-21,79.05999755859375,2026-07-22,42.5,,71.2361580810547,60.77999877929688,88.56559692382812,34.62589652598132,1,1,0,0,1,100.0,5.291789277446761,5.291789277446761,1.0,1.0,1.0,,100.0,100.0,100.0,5.291789277446761,,INSUFFICIENT,C,FAST
PRAKASHSTL.NS,3.869999885559082,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-12-30,6.570000171661377,2026-08-19,3.829999923706055,,5.983640118598938,5.200000047683716,7.28240023612976,35.32365234449899,3,3,0,0,3,100.0,21.50632706540955,21.50632706540955,7.666666666666667,7.666666666666667,5.0,,66.66666666666666,66.66666666666666,100.0,2.805173095488202,,INSUFFICIENT,C,FAST
INA.NS,94.05999755859376,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-04-28,161.80999755859375,2026-08-19,92.1999969482422,,146.91345742797853,127.00499725341795,179.90859771728515,35.97591452457319,1,1,0,0,1,100.0,11.9788506184308,11.9788506184308,2.0,2.0,2.0,,100.0,100.0,100.0,5.9894253092154,,INSUFFICIENT,C,FAST
IFBAGRO.NS,986.9000244140624,2026-08-24T12:40:00+05:30,WAITING FOR 0.786,2026-01-08,1790.0,2026-03-16,679.1500244140625,,1552.2781052246094,1234.5750122070312,2078.8209936523435,36.4224734541842,4,3,0,1,3,100.0,13.303323847721412,13.303323847721412,18.75,5.0,6.0,,33.33333333333333,100.0,100.0,0.7095106052118086,,INSUFFICIENT,C,FAST
SOMATEX.NS,88.0,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2025-11-06,161.25,2026-08-20,83.05999755859375,,144.51733947753905,122.15499877929688,181.5794006347656,39.10765288225016,5,5,0,0,5,100.0,26.75074814348318,26.75074814348318,17.0,17.0,7.0,,20.0,80.0,80.0,1.5735734202048928,,INSUFFICIENT,C,FAST
ZENITHSTL.NS,5.429999828338623,2026-08-24T12:20:00+05:30,WAITING FOR 0.786,2025-10-23,10.329999923706056,2026-01-29,4.409999847412109,,9.06311990737915,7.369999885559082,11.86919994354248,40.08685878780504,3,3,0,0,3,100.0,23.915918928365283,23.915918928365283,5.666666666666667,5.666666666666667,6.0,,33.33333333333333,100.0,100.0,4.220456281476226,,INSUFFICIENT,C,FAST
DIGITIDE.NS,99.81999969482422,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-08-20,219.0,2026-03-23,69.9000015258789,,187.0926003265381,144.45000076293945,257.7659996032715,46.64674096110402,1,1,0,0,1,100.0,13.836814976926105,13.836814976926105,5.0,5.0,5.0,,100.0,100.0,100.0,2.767362995385221,,INSUFFICIENT,C,FAST
TRU.NS,4.170000076293945,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-08,13.81999969482422,2026-08-14,4.0,,11.718519760131835,8.90999984741211,16.373199615478516,64.41530021154283,1,1,0,0,1,100.0,19.27531727950415,19.27531727950415,1.0,1.0,1.0,,100.0,100.0,100.0,19.27531727950415,,INSUFFICIENT,C,FAST
CURAA.NS,73.5999984741211,2026-08-24T12:30:00+05:30,WAITING FOR 0.786,2025-08-25,337.0,2026-08-20,63.0,,278.36400000000003,200.0,408.24,73.55979994750719,1,1,0,0,1,100.0,11.810985798012007,11.810985798012007,2.0,2.0,2.0,,100.0,100.0,100.0,5.905492899006004,,INSUFFICIENT,C,FAST
DHRUV.NS,23.739999771118164,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-08-28,68.94999694824219,2026-08-13,22.020000457763672,,58.906977699279786,45.48499870300293,81.15179603576661,59.69917198551434,5,4,1,0,5,80.0,10.796314319325834,10.796314319325834,16.4,15.0,2.5,22.0,75.0,75.0,75.0,0.6583118487393802,,INSUFFICIENT,C,FAST
UFO.NS,66.33999633789062,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2026-07-13,71.58999633789062,2026-08-19,64.25,,70.01923712158204,67.91999816894531,73.49839538574219,5.254614210238745,5,3,1,1,4,75.0,7.529092924592163,7.529092924592163,21.8,6.0,6.0,30.0,0.0,100.0,100.0,0.345371235073035,,INSUFFICIENT,C,FAST
MANOMAY.NS,215.0500030517578,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-05-04,244.0,2026-07-07,165.0,,227.094,204.5,264.54,5.303529352709531,4,3,1,0,4,75.0,10.109224858541491,10.109224858541491,9.0,11.333333333333334,2.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,1.1232472065046104,,INSUFFICIENT,C,FAST
ARIHANT.NS,999.4000244140624,2026-08-24T12:25:00+05:30,WAITING FOR 0.786,2026-07-29,1225.0,2026-08-18,975.2000122070312,,1171.5428026123047,1100.1000061035156,1289.947996826172,14.69368236605598,4,3,1,0,4,75.0,12.425010405122087,12.425010405122087,4.0,4.666666666666667,6.0,0.0,33.33333333333333,100.0,100.0,3.106252601280522,,INSUFFICIENT,C,FAST
SFL.NS,662.7000122070312,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-08-05,830.0,2026-08-20,665.0,,794.69,747.5,872.9,16.608990649557537,4,3,1,0,4,75.0,2.8655443491728287,2.8655443491728287,2.25,2.0,0.0,0.0,66.66666666666666,100.0,100.0,1.273575266299035,,INSUFFICIENT,C,FAST
COLPAL.NS,1878.800048828125,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-04,2504.0,2026-03-30,1782.0,,2349.492,2143.0,2691.7200000000003,20.033775436216644,4,3,1,0,4,75.0,2.6016030011439844,2.6016030011439844,20.0,20.666666666666668,7.0,17.0,33.33333333333333,66.66666666666666,66.66666666666666,0.1300801500571992,,INSUFFICIENT,C,FAST
KANANIIND.NS,1.5,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-01,2.2699999809265137,2026-03-30,1.0199999809265137,,2.0024999809265136,1.6449999809265137,2.594999980926514,25.093632245330543,4,3,1,0,4,75.0,8.168002651960949,8.168002651960949,4.25,5.333333333333333,5.0,0.0,66.66666666666666,100.0,100.0,1.921882976931988,,INSUFFICIENT,C,FAST
REGENCERAM.NS,33.66999816894531,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-05-04,53.29999923706055,2026-07-31,30.0,,48.31379940032959,41.64999961853027,59.35799903869629,30.30976949265634,5,3,1,1,4,75.0,6.949984786035431,6.949984786035431,14.0,3.0,1.0,0.0,66.66666666666666,100.0,100.0,0.4964274847168165,,INSUFFICIENT,C,FAST
TATAELXSI.NS,3702.60009765625,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-01-08,5950.0,2026-07-24,3353.89990234375,,5394.434579101562,4651.949951171875,6624.9860253906245,31.362591512363576,4,3,1,0,4,75.0,4.2874681917116,4.2874681917116,9.0,6.666666666666667,6.0,16.0,0.0,100.0,100.0,0.4763853546346222,,INSUFFICIENT,C,FAST
AIRAN.NS,15.15999984741211,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-19,27.489999771118164,2026-03-30,12.630000114440918,,24.30995984458924,20.05999994277954,31.35359968185425,37.63872937541552,4,3,1,0,4,75.0,5.638649868424841,5.638649868424841,9.5,2.6666666666666665,3.0,30.0,100.0,100.0,100.0,0.5935420914131412,,INSUFFICIENT,C,FAST
DUCON.NS,3.1600000858306885,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-09-16,6.449999809265137,2026-03-30,2.220000028610229,,5.544779856204986,4.334999918937683,7.549799752235413,43.009458124934696,4,3,1,0,4,75.0,7.674641439943938,7.674641439943938,5.0,5.0,5.0,5.0,66.66666666666666,100.0,100.0,1.5349282879887878,,INSUFFICIENT,C,FAST
TRIDENT.NS,24.43000030517578,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-07-22,26.799999237060547,2026-08-14,24.13999938964844,,26.230759269714355,25.46999931335449,27.491599197387696,6.865066108161432,3,2,1,0,3,66.66666666666666,2.4772303245943466,2.4772303245943466,1.0,1.0,1.0,0.0,100.0,100.0,100.0,2.4772303245943466,,INSUFFICIENT,C,FAST
HEXATRADEX.NS,159.3000030517578,2026-08-24T12:35:00+05:30,WAITING FOR 0.786,2025-09-17,194.88999938964844,2026-02-03,147.25999450683594,,184.69717834472652,171.0749969482422,207.2738006591797,13.750711039865692,3,2,1,0,3,66.66666666666666,1.891092374312942,1.891092374312942,10.333333333333334,1.5,1.5,28.0,100.0,100.0,100.0,0.1830089394496395,,INSUFFICIENT,C,FAST
SURYAROSNI.NS,220.47999572753903,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-06-22,275.7900085449219,2026-08-20,216.8000030517578,,263.1661473693848,246.29500579833984,291.1274099731445,16.220228957461877,4,2,1,1,3,66.66666666666666,5.015462079671172,5.015462079671172,20.25,6.5,6.5,8.0,0.0,100.0,100.0,0.247677139736848,,INSUFFICIENT,C,FAST
SHIVATEX.NS,161.38999938964844,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-11-06,217.9199981689453,2026-03-30,126.05999755859376,,198.26195803833008,171.98999786376953,241.8035983276368,18.59759633845297,4,2,1,1,3,66.66666666666666,1.56024437804726,1.56024437804726,17.75,4.5,4.5,0.0,50.0,100.0,100.0,0.0879010917209724,,INSUFFICIENT,C,FAST
RUCHINFRA.NS,5.800000190734863,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-09-24,8.25,2026-03-30,4.050000190734863,,7.351200040817261,6.150000095367432,9.341999950408937,21.101314635289736,3,2,1,0,3,66.66666666666666,7.198059309664686,7.198059309664686,7.333333333333333,6.0,6.0,10.0,50.0,100.0,100.0,0.9815535422270026,,INSUFFICIENT,C,FAST
LANDSMILL.NS,0.75,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2026-01-02,1.4800000190734863,2026-07-20,0.7300000190734863,,1.3195000190734865,1.1050000190734863,1.6750000190734864,43.160288809497125,5,2,1,2,3,66.66666666666666,4.499720049679951,4.499720049679951,25.8,1.5,1.5,5.0,100.0,100.0,100.0,0.1744077538635639,,INSUFFICIENT,C,FAST
BOHRAIND.NS,14.949999809265137,2026-08-24T12:45:00+05:30,WAITING FOR 0.786,2025-08-20,31.290000915527344,2026-07-27,12.020000457763672,,27.16622081756592,21.655000686645508,36.3002010345459,44.96842269794725,3,2,1,0,3,66.66666666666666,13.323580945554172,13.323580945554172,4.0,5.0,5.0,2.0,50.0,100.0,100.0,3.330895236388543,,INSUFFICIENT,C,FAST
GANGAFORGE.NS,1.950000047683716,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-12-29,4.099999904632568,2026-07-27,1.590000033378601,,3.562859932184219,2.8449999690055847,4.7525998711586,45.26868625766425,3,2,1,0,3,66.66666666666666,4.634034099329707,4.634034099329707,3.6666666666666665,5.0,5.0,0.0,50.0,100.0,100.0,1.2638274816353747,,INSUFFICIENT,C,FAST
UNITECH.NS,3.9700000286102295,2026-08-24T12:50:00+05:30,WAITING FOR 0.786,2025-10-06,7.929999828338623,2026-03-30,3.0999999046325684,,6.896379844665527,5.514999866485596,9.185799808502196,42.43356488431977,5,3,2,0,5,60.0,0.4325961846859734,0.4325961846859734,4.2,3.333333333333333,3.0,5.5,100.0,100.0,100.0,0.1029990915918984,,INSUFFICIENT,C,FAST
