Symbol,Price,Price Time,Status,High Date,High,Low Date,Low,Entry Date,Entry,SL,Target,Distance %,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade,Live Grade,Speed Group,Current State,Opportunity,Opportunity Score V3
JINDRILL.NS,592.2000122070312,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-10,704.4000244140625,2026-09-25,584.0999755859375,,678.6558139648438,644.25,735.678037109375,12.739270773018262,11.0,3.0,7.0,1.0,10.0,30.0,-1.2256856046262803,-1.2256856046262803,12.454545454545457,16.666666666666668,3.0,2.857142857142857,66.66666666666666,66.66666666666666,66.66666666666666,-0.0984127127802123,52.25,C,C,FAST,FAR,LOW PRIORITY,41.79
ARIHANT.NS,895.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-29,1225.0,2026-09-16,841.0,,1142.824,1033.0,1324.84,21.68522887163728,4.0,3.0,1.0,0.0,4.0,75.0,12.425010405122087,12.425010405122087,4.0,4.666666666666667,6.0,0.0,33.33333333333333,100.0,100.0,3.106252601280522,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,41.75
TEAMLEASE.NS,1173.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,1910.0,2026-03-16,1065.199951171875,,1729.2127895507813,1487.5999755859375,2129.6480126953124,32.165664799141084,1.0,1.0,0.0,0.0,1.0,100.0,4.487031154679517,4.487031154679517,3.0,3.0,3.0,,100.0,100.0,100.0,1.495677051559839,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,41.73
DATAMATICS.NS,807.5999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-31,1010.0,2026-03-30,632.0,,929.108,821.0,1108.28,13.07792252505225,17.0,4.0,13.0,0.0,17.0,23.52941176470588,-3.189553669108725,-3.189553669108725,5.882352941176471,1.75,0.5,6.538461538461538,75.0,100.0,100.0,-0.5422241237484832,50.93,C,C,FAST,FAR,LOW PRIORITY,41.71
JINDWORLD.NS,46.7599983215332,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-07,61.9900016784668,2026-09-25,45.56999969482422,,58.476121253967285,53.78000068664551,66.25920219421387,20.035738830128388,9.0,3.0,6.0,0.0,9.0,33.33333333333333,0.1387463806306345,0.1387463806306345,7.111111111111111,15.666666666666666,3.0,1.8333333333333333,66.66666666666666,66.66666666666666,66.66666666666666,0.0195112097761829,54.72,C,C,FAST,FAR,LOW PRIORITY,41.69
SONAMLTD.NS,69.37000274658203,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-01,80.31999969482422,2026-09-25,65.83999633789062,,77.22127897644043,73.07999801635742,84.08480056762696,10.167244487434298,14.0,4.0,10.0,0.0,14.0,28.57142857142857,-0.9131766472855214,-0.9131766472855214,4.214285714285714,6.75,2.0,2.4,75.0,75.0,75.0,-0.2166859841016491,53.0,C,C,FAST,FAR,LOW PRIORITY,41.69
KARMAENG.NS,38.970001220703125,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-25,73.69999694824219,2026-03-30,34.380001068115234,,65.28551782989501,54.03999900817871,83.92319587707519,40.30835242474205,14.0,4.0,10.0,0.0,14.0,28.57142857142857,-2.571312257623312,-2.571312257623312,7.5,2.25,2.0,9.4,100.0,100.0,100.0,-0.3428416343497749,52.91,C,C,FAST,FAR,LOW PRIORITY,41.66
CEMPRO.NS,1257.199951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-21,1649.199951171875,2026-08-10,1153.800048828125,,1543.1843720703123,1401.5,1778.00392578125,18.53209675229961,14.0,6.0,8.0,0.0,14.0,42.85714285714285,5.148184408117619,5.148184408117619,11.0,19.5,23.0,3.875,33.33333333333333,33.33333333333333,50.0,0.468016764374329,49.02,C,C,SLOW,FAR,LOW PRIORITY,41.59
DELTAMAGNT.NS,57.15999984741211,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-12-01,84.5999984741211,2026-03-30,45.5099983215332,,76.23473844146729,65.05499839782715,94.76339851379394,25.021058619753354,8.0,3.0,5.0,0.0,8.0,37.5,-4.787023466546543,-4.787023466546543,5.625,2.0,2.0,7.6,100.0,100.0,100.0,-0.8510263940527187,52.02,C,C,FAST,FAR,LOW PRIORITY,41.58
WILLAMAGOR.NS,22.440000534057617,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-03,37.0,2026-03-30,21.11000061035156,,33.59954013061524,29.05500030517578,41.13139984130859,33.21337004368482,17.0,4.0,13.0,0.0,17.0,23.52941176470588,-3.5082116053430354,-3.5082116053430354,5.588235294117647,0.5,0.5,6.307692307692308,100.0,100.0,100.0,-0.6277852346403326,50.43,C,C,FAST,FAR,LOW PRIORITY,41.53
CRIZAC.NS,182.7899932861328,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-28,322.95001220703125,2026-09-04,159.9499969482422,,288.0680089416504,241.45000457763672,365.3300161743164,36.54623643989645,1.0,1.0,0.0,0.0,1.0,100.0,9.672749437197618,9.672749437197618,17.0,17.0,17.0,,0.0,0.0,100.0,0.5689852610116246,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,41.51
WEWIN.NS,48.2599983215332,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-03,59.58000183105469,2026-09-17,40.0,,55.389881439208985,49.790000915527344,64.67080230712891,12.87217616723175,13.0,4.0,9.0,0.0,13.0,30.76923076923077,-3.047534896989987,-3.047534896989987,8.461538461538462,9.0,2.5,7.666666666666667,75.0,75.0,75.0,-0.3601632150988166,50.55,C,C,FAST,FAR,LOW PRIORITY,41.38
DBREALTY.NS,100.08000183105467,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,183.8999938964844,2026-03-30,83.5,,162.41439520263674,133.6999969482422,210.00399230957032,38.37984514476712,10.0,3.0,6.0,1.0,9.0,33.33333333333333,-1.0981057708620916,-1.0981057708620916,9.8,5.666666666666667,5.0,2.6666666666666665,66.66666666666666,100.0,100.0,-0.112051609271642,57.12,B,C,FAST,FAR,LOW PRIORITY,41.33
IMFA.NS,1230.4000244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-04-29,1679.9000244140625,2026-09-16,1199.800048828125,,1577.1586296386718,1439.8500366210938,1804.726018066406,21.98628588831625,12.0,4.0,7.0,1.0,11.0,36.36363636363637,2.646942856300543,2.646942856300543,13.666666666666666,10.5,10.5,8.285714285714286,25.0,50.0,100.0,0.1936787455829665,52.18,C,C,MEDIUM,FAR,LOW PRIORITY,41.32
TARACHAND.NS,48.459999084472656,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-14,103.66999816894533,2026-09-23,45.15999984741211,,91.1488585281372,74.41499900817871,118.88259773254394,46.83422275714699,15.0,4.0,11.0,0.0,15.0,26.666666666666668,-2.782548674214613,-2.782548674214613,10.066666666666666,9.5,3.5,9.636363636363637,75.0,75.0,75.0,-0.276412119955094,50.32,C,C,FAST,FAR,LOW PRIORITY,41.28
MCLEODRUSS.NS,43.08000183105469,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-26,51.93999862670898,2026-09-16,40.36000061035156,,49.4618790512085,46.14999961853027,54.95079811096191,12.90261781916246,11.0,3.0,7.0,1.0,10.0,30.0,-2.243113054954744,-2.243113054954744,12.363636363636363,5.0,1.0,8.0,66.66666666666666,66.66666666666666,100.0,-0.1814282617978101,50.66,C,C,FAST,FAR,LOW PRIORITY,41.23
NACLIND.NS,139.6699981689453,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-03,193.7400054931641,2026-09-25,137.39999389648438,,181.68324301147464,165.56999969482422,208.3884085083008,23.12444678229124,11.0,3.0,8.0,0.0,11.0,27.27272727272727,-2.449367268048241,-2.449367268048241,1.9090909090909087,1.0,1.0,1.5,100.0,100.0,100.0,-1.283001902310983,52.58,C,C,FAST,FAR,LOW PRIORITY,41.22
DNAMEDIA.NS,2.5299999713897705,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-01-19,4.590000152587891,2026-09-17,2.1700000762939453,,4.0721201362609865,3.380000114440918,5.219200172424316,37.87020307036393,12.0,4.0,8.0,0.0,12.0,33.33333333333333,-1.267813996931288,-1.267813996931288,10.0,4.75,5.5,12.5,50.0,100.0,100.0,-0.1267813996931288,53.85,C,C,FAST,FAR,LOW PRIORITY,41.18
AIAENG.NS,3919.39990234375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-30,5180.0,2026-09-16,3778.0,,4879.972,4479.0,5544.52,19.683967400965617,9.0,4.0,3.0,2.0,7.0,57.14285714285714,4.0665196301393856,4.0665196301393856,24.22222222222222,21.75,21.0,2.6666666666666665,0.0,50.0,50.0,0.1678838379415342,53.71,C,C,SLOW,FAR,LOW PRIORITY,41.18
ONIDA.NS,33.68000030517578,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-11,49.22999954223633,2026-09-11,31.6200008392334,,45.4614598197937,40.42500019073486,53.80859920501709,25.91526880421101,10.0,4.0,5.0,1.0,9.0,44.44444444444444,-0.330430486693357,-0.330430486693357,13.2,9.25,9.0,6.2,25.0,75.0,100.0,-0.0250326126282846,57.26,B,C,MEDIUM,FAR,LOW PRIORITY,41.15
SHARDACROP.NS,749.5999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-14,1238.800048828125,2026-09-25,734.0,,1130.7728383789065,986.4000244140624,1370.0480615234374,33.709057191312105,9.0,3.0,5.0,1.0,8.0,37.5,3.7372329284730657,3.7372329284730657,18.33333333333333,22.666666666666668,11.0,6.4,0.0,33.33333333333333,66.66666666666666,0.2038490688258036,51.67,C,C,MEDIUM,FAR,LOW PRIORITY,41.07
SCHNEIDER.NS,1209.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-08,1548.0,2026-08-25,1134.9000244140625,,1459.5966052246094,1341.4500122070312,1655.4059936523438,17.134638730275988,20.0,7.0,12.0,1.0,19.0,36.84210526315789,1.2225632167470155,1.2225632167470155,11.7,16.571428571428573,14.0,4.0,28.57142857142857,42.85714285714285,71.42857142857143,0.10449258262795,51.43,C,C,MEDIUM,FAR,LOW PRIORITY,41.04
TEMBO.NS,58.27999877929688,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-11,83.69999694824219,2026-03-30,43.334999084472656,,75.06188740539551,63.51749801635742,94.19489639282229,22.357402946002047,6.0,2.0,3.0,1.0,5.0,40.0,-0.3083200862449328,-0.3083200862449328,26.0,2.5,2.5,30.33333333333333,100.0,100.0,100.0,-0.0118584648555743,60.02,B,C,FAST,FAR,LOW PRIORITY,41.01
DCI.NS,302.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-31,424.3999938964844,2026-09-15,251.1499938964844,,387.32449389648434,337.7749938964844,469.44499389648433,22.02920167483341,14.0,4.0,10.0,0.0,14.0,28.57142857142857,-3.878800719504251,-3.878800719504251,5.214285714285714,1.75,1.0,6.2,100.0,100.0,100.0,-0.7438795900419111,50.87,C,C,FAST,FAR,LOW PRIORITY,40.95
KICL.NS,5009.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-28,6554.89990234375,2026-03-30,4011.0,,6010.505323242188,5282.949951171875,7216.313876953125,16.654262319199233,11.0,3.0,8.0,0.0,11.0,27.27272727272727,-1.2030501357617005,-1.2030501357617005,8.727272727272727,5.0,5.0,9.5,66.66666666666666,100.0,100.0,-0.1378494947226948,54.53,C,C,FAST,FAR,LOW PRIORITY,40.9
RAJSREESUG.NS,31.809999465942383,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-24,42.0,2026-09-16,30.51000022888184,,39.54114004898072,36.25500011444092,44.987399940490725,19.55214385185038,9.0,3.0,6.0,0.0,9.0,33.33333333333333,-3.1342523629484083,-3.1342523629484083,4.777777777777778,0.6666666666666666,1.0,6.333333333333333,100.0,100.0,100.0,-0.6560063085240855,52.94,C,C,FAST,FAR,LOW PRIORITY,40.86
ICICIGI.NS,1553.699951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-13,2064.89990234375,2026-09-15,1423.0999755859375,,1927.554718017578,1743.9999389648438,2231.767883300781,19.395286854953696,2.0,1.0,0.0,1.0,1.0,100.0,9.24185705198808,9.24185705198808,39.5,17.0,17.0,,0.0,0.0,100.0,0.2339710646072932,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.86
EMKAY.NS,270.3500061035156,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-24,409.8999938964844,2026-03-30,186.0,,361.9853952026367,297.9499969482422,468.1139923095704,25.31466471121695,11.0,3.0,6.0,2.0,9.0,33.33333333333333,-1.7097129084520766,-1.7097129084520766,15.454545454545457,4.333333333333333,1.0,4.833333333333333,66.66666666666666,66.66666666666666,100.0,-0.1106284823116049,52.83,C,C,FAST,FAR,LOW PRIORITY,40.82
KHAITANLTD.NS,146.00999450683594,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-03,178.0,2026-09-25,143.0,,170.51,160.5,187.1,14.368661951301425,13.0,4.0,9.0,0.0,13.0,30.76923076923077,1.337604326796352,1.337604326796352,4.230769230769231,7.0,8.0,2.333333333333333,25.0,75.0,100.0,0.3161610226973195,54.4,C,C,MEDIUM,FAR,LOW PRIORITY,40.74
BOHRAIND.NS,15.970000267028809,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-23,26.65999984741211,2026-09-03,11.600000381469728,,23.43715996170044,19.13000011444092,30.575599708557128,31.86034360338028,3.0,2.0,1.0,0.0,3.0,66.66666666666666,13.323580945554172,13.323580945554172,4.0,5.0,5.0,2.0,50.0,100.0,100.0,3.330895236388543,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,40.67
BLUECHIP.NS,2.0199999809265137,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,4.139999866485596,2026-08-06,1.649999976158142,,3.607139889955521,2.894999921321869,4.787399837970733,43.99995446388352,11.0,5.0,6.0,0.0,11.0,45.45454545454545,2.3866558688229875,2.3866558688229875,21.454545454545453,22.8,20.0,20.0,0.0,40.0,60.0,0.1112424345637833,50.41,C,C,SLOW,FAR,LOW PRIORITY,40.59
SOTL.NS,713.2000122070312,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-07,850.0999755859375,2026-09-25,707.5,,819.5835808105469,778.7999877929688,887.1759692382813,12.9801976386966,6.0,2.0,2.0,2.0,4.0,50.0,5.291814745761223,5.291814745761223,29.5,16.0,16.0,11.5,0.0,0.0,100.0,0.1793835507037702,51.77,C,C,SLOW,FAR,LOW PRIORITY,40.56
BETA.NS,2098.699951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-12,2807.89990234375,2026-09-16,2002.5999755859373,,2635.565718017578,2405.249938964844,3017.277883300781,20.370039084038595,13.0,3.0,9.0,1.0,12.0,25.0,0.508860350839764,0.508860350839764,9.538461538461538,12.0,4.0,2.333333333333333,66.66666666666666,66.66666666666666,66.66666666666666,0.0533482625880397,52.96,C,C,FAST,FAR,LOW PRIORITY,40.55
SWANCORP.NS,294.8500061035156,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-01-08,470.5,2026-09-09,273.6499938964844,,428.37409869384766,372.0749969482422,521.6810015869141,31.16997339415697,11.0,3.0,8.0,0.0,11.0,27.27272727272727,-1.5429750815148446,-1.5429750815148446,8.727272727272727,8.0,0.0,8.0,66.66666666666666,66.66666666666666,66.66666666666666,-0.1767992280902426,50.66,C,C,FAST,FAR,LOW PRIORITY,40.55
INDRAMEDCO.NS,365.7000122070313,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-06,640.8499755859375,2026-01-27,342.0,,576.8960808105469,491.4249877929688,718.5509692382813,36.60903161394029,19.0,5.0,14.0,0.0,19.0,26.31578947368421,-0.4553855811540138,-0.4553855811540138,5.842105263157895,6.4,7.0,5.142857142857143,40.0,80.0,100.0,-0.0779488832605969,51.31,C,C,FAST,FAR,LOW PRIORITY,40.54
GOKULAGRO.NS,221.88999938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-26,259.79998779296875,2026-09-16,213.009994506836,,249.7869292297364,236.4049911499024,271.96538604736327,11.168290481056466,15.0,4.0,10.0,1.0,14.0,28.57142857142857,0.5078384938917673,0.5078384938917673,10.666666666666666,12.5,7.0,4.6,25.0,75.0,75.0,0.0476098588023531,53.22,C,C,FAST,FAR,LOW PRIORITY,40.53
HINDCOPPER.NS,494.6499938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-01-29,760.0499877929688,2026-03-23,445.7000122070313,,692.7790930175781,602.875,841.7809814453125,28.599174126068288,6.0,2.0,3.0,1.0,5.0,40.0,7.177536694746258,7.177536694746258,16.166666666666668,17.0,17.0,0.0,0.0,0.0,50.0,0.4439713419430675,50.71,C,C,SLOW,FAR,LOW PRIORITY,40.51
VIMTALABS.NS,599.2999877929688,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,828.3499755859375,2026-03-30,376.0499877929688,,731.5577781982422,602.1999816894531,945.9479724121094,18.0789261418301,17.0,4.0,13.0,0.0,17.0,23.52941176470588,-2.0478147683031787,-2.0478147683031787,8.117647058823529,10.75,3.5,6.6923076923076925,50.0,75.0,75.0,-0.2522670366750292,50.21,C,C,FAST,FAR,LOW PRIORITY,40.46
INDUSTOWER.NS,374.6499938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-02-19,481.5,2026-08-10,363.5,,456.248,422.5,512.1800000000001,17.8845728865695,6.0,1.0,3.0,2.0,4.0,25.0,2.9731267626247253,2.9731267626247253,25.166666666666668,5.0,5.0,7.666666666666667,100.0,100.0,100.0,0.1181374872566115,59.15,B,C,FAST,FAR,LOW PRIORITY,40.41
GANGESSECU.NS,114.61000061035156,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-17,178.14999389648438,2026-03-30,103.30999755859376,,162.13423468017578,140.72999572753906,197.60839294433595,29.311659048176963,18.0,4.0,14.0,0.0,18.0,22.22222222222222,-2.832596585094302,-2.832596585094302,1.9444444444444444,3.75,3.5,0.5714285714285714,75.0,100.0,100.0,-1.456763958048498,50.96,C,C,FAST,FAR,LOW PRIORITY,40.39
BEDMUTHA.NS,110.70999908447266,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-02-16,144.0,2026-04-01,94.5500030517578,,133.41770065307617,119.2750015258789,156.85699920654298,17.020006683858217,9.0,3.0,6.0,0.0,9.0,33.33333333333333,-1.9165317394730537,-1.9165317394730537,9.333333333333334,12.666666666666666,2.0,7.0,66.66666666666666,66.66666666666666,66.66666666666666,-0.2053426863721129,51.51,C,C,FAST,FAR,LOW PRIORITY,40.36
SHRINGARMS.NS,214.0599975585937,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-02-19,266.5,2026-03-30,166.0,,244.993,216.25,292.63,12.62607602723598,2.0,2.0,0.0,0.0,2.0,100.0,8.868395158396197,8.868395158396197,16.0,16.0,16.0,,0.0,50.0,50.0,0.5542746973997623,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.3
MOHITIND.NS,23.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-10,34.79999923706055,2026-03-30,18.600000381469727,,31.33319948196411,26.699999809265137,39.01199893951416,26.59543110738128,8.0,3.0,5.0,0.0,8.0,37.5,-1.613241718285447,-1.613241718285447,8.5,5.333333333333333,7.0,9.8,33.33333333333333,100.0,100.0,-0.1897931433276996,53.98,C,C,FAST,FAR,LOW PRIORITY,40.27
CERA.NS,5396.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-22,6740.0,2026-09-25,5343.5,,6441.149,6041.75,7103.09,16.21836414590006,7.0,3.0,3.0,1.0,6.0,50.0,1.937805297442633,1.937805297442633,18.428571428571427,20.33333333333333,12.0,1.6666666666666667,33.33333333333333,33.33333333333333,66.66666666666666,0.1051522254426235,53.86,C,C,MEDIUM,FAR,LOW PRIORITY,40.26
CONCOR.NS,461.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-14,543.7000122070312,2026-09-24,457.5499877929688,,525.2639069824219,500.625,566.0990185546875,12.139403856765616,8.0,3.0,5.0,0.0,8.0,37.5,1.0668460358416163,1.0668460358416163,9.875,16.333333333333332,9.0,5.6,33.33333333333333,66.66666666666666,66.66666666666666,0.1080350416042143,54.83,C,C,MEDIUM,FAR,LOW PRIORITY,40.17
KOTHARIPRO.NS,67.97000122070312,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-14,100.41999816894533,2026-03-30,58.0,,91.34211856079102,79.20999908447266,111.4491976928711,25.587448275061657,11.0,3.0,8.0,0.0,11.0,27.27272727272727,-4.374754742855461,-4.374754742855461,7.818181818181818,0.6666666666666666,1.0,9.875,100.0,100.0,100.0,-0.5595616531559311,49.57,C,C,FAST,FAR,LOW PRIORITY,40.17
LEXUS.NS,12.18000030517578,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-03-05,39.25,2026-09-25,12.029999732971191,,33.42491994285584,25.6399998664856,46.32720006942749,63.56012123290334,9.0,3.0,6.0,0.0,9.0,33.33333333333333,0.3034223583464428,0.3034223583464428,2.888888888888889,4.666666666666667,6.0,1.5,33.33333333333333,100.0,100.0,0.1050308163506917,55.31,B,B,FAST,FAR,LOW PRIORITY,40.15
VAISHALI.NS,8.619999885559082,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,12.34000015258789,2026-03-30,4.75,,10.715740119934082,8.545000076293945,14.313400192260742,19.557587352052096,12.0,3.0,9.0,0.0,12.0,25.0,-2.8174315722142147,-2.8174315722142147,8.333333333333334,1.6666666666666667,1.0,9.88888888888889,100.0,100.0,100.0,-0.3380917886657057,51.1,C,C,FAST,FAR,LOW PRIORITY,40.13
STARCEMENT.NS,186.6100006103516,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-15,273.0,2026-08-31,180.1199951171875,,253.12367895507813,226.5599975585937,297.14880126953125,26.27714586770476,13.0,3.0,10.0,0.0,13.0,23.07692307692308,-1.587377956395592,-1.587377956395592,4.461538461538462,2.6666666666666665,2.0,4.3,66.66666666666666,100.0,100.0,-0.3557916109162534,52.25,C,C,FAST,FAR,LOW PRIORITY,40.06
SUNTECK.NS,283.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-03,472.5,2026-03-30,270.75,,429.3255,371.625,524.955,34.082648247075944,2.0,2.0,0.0,0.0,2.0,100.0,19.906666580364305,19.906666580364305,23.0,23.0,23.0,,0.0,50.0,50.0,0.865507242624535,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
TRANSRAILL.NS,469.25,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,800.9000244140625,2026-09-16,400.6499938964844,,715.2465178833008,600.7750091552734,904.9650323486328,34.39324928296085,2.0,2.0,0.0,0.0,2.0,100.0,15.424386247231697,15.424386247231697,27.5,27.5,27.5,,0.0,50.0,50.0,0.5608867726266071,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
PAUSHAKLTD.NS,667.1500244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-03,826.75,2026-09-25,656.0,,790.2094999999999,741.375,871.145,15.573019001408795,1.0,1.0,0.0,0.0,1.0,100.0,24.124606593901515,24.124606593901515,32.0,32.0,32.0,,0.0,0.0,0.0,0.7538939560594223,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
AMAGI.NS,575.6500244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-13,727.4000244140625,2026-09-01,549.0,,689.2224191894531,638.2000122070312,773.7840307617188,16.47833727013049,1.0,1.0,0.0,0.0,1.0,100.0,14.786359439653626,14.786359439653626,50.0,50.0,50.0,,0.0,0.0,0.0,0.2957271887930725,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
SAGARDEEP.NS,23.190000534057617,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-28,31.0,2026-03-30,20.809999465942383,,28.81933988571167,25.90499973297119,33.64940013885498,19.5332001842451,1.0,1.0,0.0,0.0,1.0,100.0,30.16229364949285,30.16229364949285,44.0,44.0,44.0,,0.0,0.0,0.0,0.6855066738521102,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
GVPTECH.NS,7.940000057220459,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-12-19,11.1899995803833,2026-03-18,5.21999979019165,,9.912419625282288,8.204999685287476,12.74219952583313,19.89846720200425,1.0,1.0,0.0,0.0,1.0,100.0,47.431620249194935,47.431620249194935,57.0,57.0,57.0,,0.0,0.0,0.0,0.8321336885823672,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
JIOFIN.NS,227.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,319.0,2026-03-30,223.3000030517578,,298.5202006530762,271.1500015258789,343.88199920654296,23.95824486805603,1.0,1.0,0.0,0.0,1.0,100.0,11.72229983466012,11.72229983466012,24.0,24.0,24.0,,0.0,0.0,0.0,0.488429159777505,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
ANTGRAPHIC.NS,0.7099999785423279,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-01-01,1.1699999570846558,2026-03-30,0.6399999856948853,,1.0565799632072448,0.9049999713897704,1.3077999496459962,32.80205916577052,1.0,1.0,0.0,0.0,1.0,100.0,27.83868319842776,27.83868319842776,28.0,28.0,28.0,,0.0,0.0,0.0,0.9942386856581342,,INSUFFICIENT,C,SLOW,FAR,LOW PRIORITY,40.0
KANANIIND.NS,1.399999976158142,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-13,1.7999999523162842,2026-09-11,1.309999942779541,,1.6951399502754212,1.5549999475479126,1.9273999547958367,17.410950291704566,4.0,3.0,1.0,0.0,4.0,75.0,8.168002651960949,8.168002651960949,4.25,5.333333333333333,5.0,0.0,66.66666666666666,100.0,100.0,1.921882976931988,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,40.0
ADANIPOWER.NS,202.75,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-29,254.1999969482422,2026-09-25,196.1000061035156,,241.76659890747072,225.1500015258789,269.3059945678711,16.138126227437734,13.0,3.0,8.0,2.0,11.0,27.27272727272727,-0.8575427571582778,-0.8575427571582778,12.923076923076923,8.666666666666666,5.0,1.875,66.66666666666666,66.66666666666666,100.0,-0.0663574752562953,51.74,C,C,FAST,FAR,LOW PRIORITY,39.93
KOLTEPATIL.NS,432.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-11,554.5999755859375,2026-09-16,413.2000122070313,,524.3403834228516,483.8999938964844,591.3639660644532,17.610770854623294,12.0,3.0,8.0,1.0,11.0,27.27272727272727,-0.9628271248338732,-0.9628271248338732,11.916666666666666,12.333333333333334,5.0,5.125,66.66666666666666,66.66666666666666,66.66666666666666,-0.0807966818042411,51.57,C,C,FAST,FAR,LOW PRIORITY,39.87
