Symbol,Price,Price Time,Status,High Date,High,Low Date,Low,Entry Date,Entry,SL,Target,Distance %,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade,Live Grade,Speed Group,Current State,Opportunity,Opportunity Score V3
SCPL.NS,632.0999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-21,690.0,2026-09-21,611.2999877929688,,673.1581973876953,650.6499938964844,710.4620031738282,6.099342169655095,5.0,0.0,4.0,1.0,4.0,0.0,-3.723290087628445,-3.723290087628445,12.8,,,0.25,,,,-0.2908820380959722,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
CAMS.NS,707.3499755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-12,788.5,2026-09-10,681.0,,765.495,734.75,816.45,7.595741894337977,5.0,0.0,4.0,1.0,4.0,0.0,-0.5468585278076568,-0.5468585278076568,12.8,,,0.0,,,,-0.0427233224849731,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
DIVGIITTS.NS,1154.5999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-01,1329.800048828125,2026-09-16,1062.0,,1272.4908383789063,1195.9000244140625,1399.4280615234377,9.264574583747596,4.0,0.0,4.0,0.0,4.0,0.0,-4.340699330884052,-4.340699330884052,1.0,,,0.0,,,,-4.340699330884052,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
IDEA.NS,14.260000228881836,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-09,15.789999961853027,2026-09-24,14.039999961853027,,15.415499961853028,14.914999961853027,16.244999961853026,7.495700663816125,4.0,0.0,3.0,1.0,3.0,0.0,-2.4353036657836062,-2.4353036657836062,19.25,,,5.333333333333333,,,,-0.1265092813394081,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
SAATVIKGL.NS,427.4500122070313,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-15,485.5499877929688,2026-08-17,384.7000122070313,,463.9680930175781,435.125,511.7709814453125,7.870817273885968,3.0,0.0,3.0,0.0,3.0,0.0,-6.144833106042415,-6.144833106042415,13.333333333333334,,,13.0,,,,-0.4608624829531811,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
FEDFINA.NS,151.67999267578125,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-07,169.0,2026-09-22,150.0,,164.934,159.5,173.94,8.03594609008376,4.0,0.0,3.0,1.0,3.0,0.0,-2.3291544593941795,-2.3291544593941795,20.75,,,7.666666666666667,,,,-0.1122484076816472,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
ATUL.NS,6070.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-18,6770.5,2026-09-16,5995.0,,6604.543,6382.75,6972.13,8.085994746343534,3.0,0.0,3.0,0.0,3.0,0.0,-6.114860927607668,-6.114860927607668,18.33333333333333,,,18.33333333333333,,,,-0.3335378687786001,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
AVL.NS,619.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-25,705.0,2026-08-26,570.5999755859375,,676.2383947753906,637.7999877929688,739.9440063476562,8.390294785648186,3.0,0.0,3.0,0.0,3.0,0.0,-7.943770833969622,-7.943770833969622,9.0,,,8.666666666666666,,,,-0.8826412037744025,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
CHEVIOT.NS,1182.800048828125,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-07,1370.5,2026-07-31,1044.0,,1300.629,1207.25,1455.39,9.059382127560966,4.0,0.0,3.0,1.0,3.0,0.0,-2.64710124437988,-2.64710124437988,15.75,,,0.0,,,,-0.1680699202780876,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
BANDHANBNK.NS,187.6999969482422,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-15,220.759994506836,2026-09-02,159.24000549316406,,207.59471685791016,190.0,236.75519165039063,9.583442300839028,3.0,0.0,3.0,0.0,3.0,0.0,-6.020011271571591,-6.020011271571591,12.0,,,12.0,,,,-0.5016676059642993,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
SAYAJIHOTL.NS,327.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-28,365.2000122070313,2026-09-21,306.1000061035156,,352.5526109008789,335.65000915527344,380.5660137939453,7.247885878815144,2.0,0.0,2.0,0.0,2.0,0.0,-3.799824270756596,-3.799824270756596,1.0,,,0.5,,,,-3.799824270756596,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
ALKEM.NS,5274.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-30,5882.5,2026-09-11,5051.0,,5704.559,5466.75,6098.6900000000005,7.547629886902742,3.0,0.0,2.0,1.0,2.0,0.0,-4.897237291864887,-4.897237291864887,27.0,,,9.5,,,,-0.1813791589579587,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
RBZJEWEL.NS,180.8699951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-04,204.6999969482422,2026-09-21,167.0500030517578,,196.6428982543945,185.875,214.4889953613281,8.021089638742927,2.0,0.0,2.0,0.0,2.0,0.0,-10.146595051159576,-10.146595051159576,9.5,,,9.0,,,,-1.068062636964166,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
RAJPALAYAM.NS,761.75,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-15,860.0,2026-09-10,735.5999755859375,,833.3783947753907,797.7999877929688,892.3440063476562,8.594942612436663,2.0,0.0,2.0,0.0,2.0,0.0,-2.6239261762221573,-2.6239261762221573,1.0,,,0.0,,,,-2.6239261762221573,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
MUNJALSHOW.NS,129.1999969482422,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-03,147.10000610351562,2026-09-18,123.20999908447266,,141.98754460144042,135.15500259399414,153.3114079284668,9.006105210913343,3.0,0.0,2.0,1.0,2.0,0.0,-2.883918766746041,-2.883918766746041,20.666666666666668,,,0.0,,,,-0.1395444564554535,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
QUESS.NS,340.8999938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-31,388.75,2026-09-16,328.20001220703125,,375.7923026123047,358.4750061035156,404.4929968261719,9.284998248571853,3.0,0.0,2.0,1.0,2.0,0.0,-7.899014404703135,-7.899014404703135,21.33333333333333,,,0.0,,,,-0.3702663002204595,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
NILKAMAL.NS,1884.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-03,2149.5,2026-09-21,1832.0999755859373,,2081.576394775391,1990.7999877929688,2232.0240063476563,9.491671565420011,2.0,0.0,2.0,0.0,2.0,0.0,-8.49472380406121,-8.49472380406121,12.5,,,12.0,,,,-0.6795779043248967,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
HONASA.NS,465.5,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-14,509.7999877929688,2026-09-16,449.3500061035156,,496.86369171142576,479.5749969482422,525.5169830322266,6.312333188081194,2.0,0.0,1.0,1.0,1.0,0.0,-0.4036161811519685,-0.4036161811519685,30.5,,,0.0,,,,-0.0132333174148186,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
NIMBSPROJ.NS,197.07000732421875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-22,231.22999572753903,2026-09-09,141.0399932861328,,211.92933520507813,186.134994506836,254.6793963623047,7.011454014367772,1.0,0.0,1.0,0.0,1.0,0.0,-6.159886188191983,-6.159886188191983,1.0,,,0.0,,,,-6.159886188191983,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
AARTIIND.NS,489.25,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-25,551.75,2026-09-16,459.5499877929688,,532.0191973876953,505.6499938964844,575.7220031738282,8.039032726205992,1.0,0.0,1.0,0.0,1.0,0.0,-6.901196418667293,-6.901196418667293,9.0,,,9.0,,,,-0.7667996020741437,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
GANDHAR.NS,261.6499938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-24,303.1700134277344,2026-08-10,234.759994506836,,288.5302693786621,268.9650039672852,320.956618347168,9.316275737746096,1.0,0.0,1.0,0.0,1.0,0.0,-22.2036965451605,-22.2036965451605,6.0,,,6.0,,,,-3.700616090860084,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
INDIQUBE.NS,198.94000244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,243.8000030517578,2026-03-27,131.14999389648438,,219.6929010925293,187.4749984741211,273.08900543212894,9.446321910229786,1.0,0.0,1.0,0.0,1.0,0.0,-3.185239876451761,-3.185239876451761,1.0,,,0.0,,,,-3.185239876451761,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
NIRLON.NS,605.0999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-14,657.0,2026-09-22,580.0,,640.522,618.5,677.02,5.53018076101407,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
STARHEALTH.NS,558.1500244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-30,624.9000244140625,2026-09-24,513.0,,600.9534191894531,568.9500122070312,653.9940307617187,7.122581120034645,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
HDBFS.NS,648.1500244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-20,712.0999755859375,2026-09-25,647.1500244140625,,698.2006860351562,679.625,728.986962890625,7.168520831068551,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
SCODATUBES.NS,136.61000061035156,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-13,155.99000549316406,2026-09-16,118.5999984741211,,147.98854399108887,137.29500198364258,165.71140731811522,7.688800142139699,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
ANTHEM.NS,873.5999755859375,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-09,977.5499877929688,2026-09-25,869.4000244140625,,954.4058956298828,923.4750061035156,1005.6689782714844,8.466619958441846,1.0,0.0,0.0,1.0,0.0,,-7.755505817929986,-7.755505817929986,61.0,,,,,,,-0.1271394396381965,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
CAPITALSFB.NS,282.75,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-05-08,323.70001220703125,2026-06-02,263.8999938964844,,310.9028082885742,293.8000030517578,339.2480169677734,9.055179798325682,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,INSUFFICIENT,C,UNKNOWN,WATCH,LOW PRIORITY,2.0
VOEPL.NS,512.2999877929688,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-26,593.4500122070312,2026-09-17,464.0499877929688,,565.7584069824219,528.75,627.0940185546875,9.448983617332988,,,,,,,,,,,,,,,,,,,INSUFFICIENT,UNKNOWN,WATCH,LOW PRIORITY,2.0
MINDTECK.NS,156.5500030517578,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-20,307.67999267578125,2026-03-30,145.1300048828125,,272.8942952880859,226.40499877929688,349.9429895019531,42.633464401850944,6.0,5.0,0.0,1.0,5.0,100.0,8.81350183439847,8.81350183439847,12.833333333333334,3.0,1.0,,80.0,80.0,100.0,0.6867663767063743,95.0,A+,C,FAST,FAR,LOW PRIORITY,81.47
INDNIPPON.NS,1318.199951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-10,1564.0,2026-09-25,1270.0,,1501.084,1417.0,1640.44,12.183465337591038,7.0,4.0,1.0,2.0,5.0,80.0,9.23506187883759,9.23506187883759,27.285714285714285,17.25,10.0,0.0,25.0,50.0,75.0,0.3384577651930007,81.0,A+,C,MEDIUM,FAR,LOW PRIORITY,68.2
MUTHOOTFIN.NS,2835.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-01-29,4149.5,2026-08-03,2671.0,,3833.101,3410.25,4533.91,26.0389955808626,6.0,4.0,1.0,1.0,5.0,80.0,4.108529346867669,4.108529346867669,15.0,6.75,2.5,2.0,75.0,75.0,75.0,0.2739019564578446,80.42,A+,C,FAST,FAR,LOW PRIORITY,64.31
BECTORFOOD.NS,215.5800018310547,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-10,247.7100067138672,2026-09-25,212.8099975585937,,240.2414047546387,230.26000213623047,256.7840090942383,10.265259208241376,6.0,3.0,2.0,1.0,5.0,60.0,5.7813429262599385,5.7813429262599385,18.166666666666668,15.333333333333334,5.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,0.3182390601610975,74.2,A,C,FAST,FAR,LOW PRIORITY,58.64
MKPL.NS,4.03000020980835,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,8.850000381469727,2026-03-30,3.559999942779541,,7.717940287590027,6.205000162124634,10.225400495529176,47.783993401862126,6.0,3.0,2.0,1.0,5.0,60.0,4.565384492213629,4.565384492213629,22.83333333333333,2.6666666666666665,1.0,33.5,66.66666666666666,100.0,100.0,0.1999438463743195,75.63,A+,C,FAST,FAR,LOW PRIORITY,58.32
VIYASH.NS,244.3500061035156,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-06,298.0,2026-09-16,236.8500061035156,,284.91390130615235,267.4250030517578,313.8989984130859,14.237246767067736,6.0,3.0,1.0,2.0,4.0,75.0,2.661791687927558,2.661791687927558,28.0,14.333333333333334,5.0,5.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0950639888545556,75.33,A+,C,FAST,FAR,LOW PRIORITY,58.11
NDL.NS,2.609999895095825,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,3.640000104904175,2026-03-30,1.7999999523162842,,3.2462400722503664,2.720000028610229,4.118400144577026,19.599295276811898,6.0,3.0,2.0,1.0,5.0,60.0,4.79773001978557,4.79773001978557,13.5,6.333333333333333,7.0,0.5,33.33333333333333,100.0,100.0,0.3553874088730052,73.0,A,C,FAST,FAR,LOW PRIORITY,55.75
ZEEMEDIA.NS,7.519999980926514,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,13.260000228881836,2026-03-30,6.650000095367432,,11.845460200309754,9.955000162124634,14.97860026359558,36.51576339153232,6.0,3.0,2.0,1.0,5.0,60.0,4.43693013764729,4.43693013764729,14.666666666666666,7.333333333333333,6.0,2.5,33.33333333333333,66.66666666666666,100.0,0.302517963930497,69.1,A,C,FAST,FAR,LOW PRIORITY,53.84
HBLENGINE.NS,806.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-10,1122.0,2026-03-30,613.0,,1013.074,867.5,1254.34,20.440165279140523,23.0,9.0,14.0,0.0,23.0,39.130434782608695,0.6479104720581216,0.6479104720581216,5.565217391304348,3.7777777777777777,3.0,6.071428571428571,66.66666666666666,88.88888888888889,100.0,0.1164214129479437,63.05,B,B,FAST,FAR,LOW PRIORITY,52.82
MSPL.NS,33.72999954223633,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-22,46.119998931884766,2026-09-16,31.799999237060547,,43.05551899719238,38.959999084472656,49.84319885253906,21.65928938300375,8.0,3.0,5.0,0.0,8.0,37.5,4.014453041023963,4.014453041023963,8.125,18.33333333333333,3.0,1.2,66.66666666666666,66.66666666666666,66.66666666666666,0.4940865281260262,62.44,B,B,FAST,FAR,LOW PRIORITY,51.25
HERITGFOOD.NS,407.3999938964844,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-24,538.25,2026-03-30,292.54998779296875,,485.67019738769534,415.3999938964844,602.1320031738281,16.11591650305244,6.0,3.0,2.0,1.0,5.0,60.0,1.1036977946597013,1.1036977946597013,14.5,5.666666666666667,2.0,4.0,66.66666666666666,66.66666666666666,100.0,0.0761170892868759,66.89,A,C,FAST,FAR,LOW PRIORITY,50.07
AJMERA.NS,120.81999969482422,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-06,215.8000030517578,2026-03-30,98.02999877929688,,190.5972221374512,156.91500091552734,246.42020416259768,36.60977933472,6.0,3.0,2.0,1.0,5.0,60.0,7.464141066742442,7.464141066742442,19.0,16.666666666666668,20.0,0.0,0.0,33.33333333333333,66.66666666666666,0.3928495298285496,62.5,B,C,SLOW,FAR,LOW PRIORITY,50.07
CALSOFT.NS,36.119998931884766,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-03,43.130001068115234,2026-09-25,36.119998931884766,,41.62986061096191,39.625,44.95260162353516,13.235359422813678,2.0,2.0,0.0,0.0,2.0,100.0,10.359656251193956,10.359656251193956,3.0,3.0,3.0,,100.0,100.0,100.0,3.4532187503979856,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
KREBSBIO.NS,56.93999862670898,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,81.80000305175781,2026-03-30,38.33000183105469,,72.49742279052734,60.06500244140625,93.10220336914062,21.45927891639635,1.0,1.0,0.0,0.0,1.0,100.0,14.115355581143527,14.115355581143527,1.0,0.0,0.0,,100.0,100.0,100.0,14.115355581143527,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
TATACHEM.NS,643.75,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,1001.5999755859376,2026-03-30,580.2999877929688,,911.4417781982422,790.9499816894531,1111.137972412109,29.37014569679054,2.0,1.0,0.0,1.0,1.0,100.0,12.77540393680286,12.77540393680286,31.0,1.0,1.0,,100.0,100.0,100.0,0.4121098044129955,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
INA.NS,90.4000015258789,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-04-28,161.80999755859375,2026-09-16,84.19999694824219,,145.2014574279785,123.00499725341795,181.9885977172852,37.74167069175715,1.0,1.0,0.0,0.0,1.0,100.0,11.9788506184308,11.9788506184308,2.0,2.0,2.0,,100.0,100.0,100.0,5.9894253092154,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
TRU.NS,4.199999809265137,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,13.119999885559082,2026-09-01,3.900000095367432,,11.146919930458068,8.509999990463257,15.517199831008911,62.321431969839736,1.0,1.0,0.0,0.0,1.0,100.0,19.27531727950415,19.27531727950415,1.0,1.0,1.0,,100.0,100.0,100.0,19.27531727950415,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
CURAA.NS,72.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-26,235.1999969482422,2026-09-04,60.0,,197.7071976013184,147.5999984741211,280.7519961547852,63.58250945158312,1.0,1.0,0.0,0.0,1.0,100.0,11.810985798012007,11.810985798012007,2.0,2.0,2.0,,100.0,100.0,100.0,5.905492899006004,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,50.0
KIRLOSENG.NS,2137.199951171875,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-23,2720.0,2026-09-16,1934.0,,2551.7960000000003,2327.0,2924.36,16.24722543761826,16.0,5.0,10.0,1.0,15.0,33.33333333333333,1.938361156184316,1.938361156184316,8.0625,5.2,4.0,3.5,60.0,80.0,100.0,0.2404168875887524,60.86,B,B,FAST,FAR,LOW PRIORITY,49.54
DCMFINSERV.NS,5.019999980926514,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-03-17,8.550000190734863,2026-04-06,4.449999809265137,,7.672600109100342,6.5,9.616000289916991,34.57237560221109,12.0,6.0,6.0,0.0,12.0,50.0,-1.794717161291052,-1.794717161291052,10.25,3.8333333333333335,4.5,16.666666666666668,83.33333333333334,100.0,100.0,-0.175094357199127,62.7,B,C,FAST,FAR,LOW PRIORITY,49.45
MANAKCOAT.NS,129.91000366210938,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-27,182.82000732421875,2026-03-30,94.1999969482422,,163.85532510375975,138.51000213623047,205.86121002197265,20.71664220870139,9.0,3.0,5.0,1.0,8.0,37.5,2.8710057438668093,2.8710057438668093,9.0,5.333333333333333,5.0,0.0,66.66666666666666,100.0,100.0,0.3190006382074232,63.99,B,B,FAST,FAR,LOW PRIORITY,49.08
PRAKASHSTL.NS,3.619999885559082,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-12-30,6.570000171661377,2026-09-15,3.4800000190734863,,5.908740139007568,5.025000095367432,7.373400211334228,38.73482670762541,3.0,3.0,0.0,0.0,3.0,100.0,21.50632706540955,21.50632706540955,7.666666666666667,7.666666666666667,5.0,,66.66666666666666,66.66666666666666,100.0,2.805173095488202,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
SHAHALLOYS.NS,92.83000183105467,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-31,116.8499984741211,2026-09-22,83.5,,109.71309880065918,100.17499923706056,125.52099807739258,15.38840590062985,2.0,2.0,0.0,0.0,2.0,100.0,16.648691917290442,16.648691917290442,4.0,4.0,4.0,,100.0,100.0,100.0,4.1621729793226105,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
PARAS.NS,1321.0,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-08,1563.9000244140625,2026-09-25,1312.5999755859375,,1510.1218139648438,1438.25,1629.238037109375,12.523613142724036,2.0,1.0,0.0,1.0,1.0,100.0,19.63155202157906,19.63155202157906,32.5,5.0,5.0,,100.0,100.0,100.0,0.6040477545101249,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
HALDER.NS,241.4499969482422,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-08-17,319.0,2026-09-25,240.0500030517578,,302.1047006530762,279.5250015258789,339.526999206543,20.07737833066265,1.0,1.0,0.0,0.0,1.0,100.0,14.424832623250165,14.424832623250165,5.0,5.0,5.0,,100.0,100.0,100.0,2.884966524650033,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
TPHQ.NS,0.5099999904632568,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-12-24,0.8600000143051147,2026-07-22,0.4000000059604645,,0.7615600125193596,0.6300000101327896,0.9796000164747238,33.03219942232823,2.0,1.0,0.0,1.0,1.0,100.0,10.736619277895386,10.736619277895386,32.5,5.0,5.0,,100.0,100.0,100.0,0.3303575162429349,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
DIGITIDE.NS,78.56999969482422,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-10-06,185.9199981689453,2026-03-23,69.9000015258789,,161.0917188873291,127.90999984741212,216.08519729614252,51.22654333971214,1.0,1.0,0.0,0.0,1.0,100.0,13.836814976926105,13.836814976926105,5.0,5.0,5.0,,100.0,100.0,100.0,2.767362995385221,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,49.0
NMDC.NS,79.9000015258789,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-06-03,97.48999786376952,2026-09-18,79.1500015258789,,93.56523864746094,88.31999969482422,102.25839691162108,14.605036356579491,17.0,7.0,8.0,2.0,15.0,46.66666666666666,-0.0175616720236505,-0.0175616720236505,13.0,8.571428571428571,7.0,4.75,28.57142857142857,85.71428571428571,85.71428571428571,-0.0013508978479731,60.71,B,C,FAST,FAR,LOW PRIORITY,48.92
ICEMAKE.NS,663.7999877929688,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-29,860.1500244140625,2026-09-25,647.5,,814.6429191894531,753.8250122070312,915.4390307617188,18.516447862404405,20.0,7.0,13.0,0.0,20.0,35.0,-0.922834077606558,-0.922834077606558,3.0,3.857142857142857,4.0,1.8461538461538465,57.14285714285714,100.0,100.0,-0.3076113592021859,60.06,B,C,FAST,FAR,LOW PRIORITY,48.77
SAMPANN.NS,24.559999465942383,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-11-06,43.43999862670898,2026-09-25,23.06999969482422,,39.08081885528564,33.2549991607666,48.73619834899903,37.15587291840824,1.0,1.0,0.0,0.0,1.0,100.0,9.119303810044082,9.119303810044082,2.0,2.0,2.0,,100.0,100.0,100.0,4.559651905022041,,INSUFFICIENT,C,FAST,FAR,LOW PRIORITY,48.68
SARVESHWAR.NS,3.5299999713897705,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-09-22,6.829999923706055,2026-03-30,2.5,,5.903379940032959,4.664999961853027,7.955799903869629,40.20374756075648,13.0,5.0,8.0,0.0,13.0,38.46153846153847,0.8502066669034648,0.8502066669034648,5.538461538461538,3.2,3.0,6.5,100.0,100.0,100.0,0.1535095370797922,62.21,B,B,FAST,FAR,LOW PRIORITY,48.66
SILVERTUC.NS,147.7899932861328,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2025-12-31,1117.449951171875,2026-03-17,100.5,,899.8226616210937,608.9749755859375,1381.8569384765626,83.57565333819458,17.0,5.0,12.0,0.0,17.0,29.411764705882355,2.243036898128153,2.243036898128153,3.647058823529412,5.8,5.0,2.0,60.0,80.0,100.0,0.6150262462609453,59.77,B,B,FAST,FAR,LOW PRIORITY,48.64
PKTEA.NS,1001.3499755859376,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-09-10,1169.0,2026-09-25,963.0,,1124.916,1066.0,1222.56,10.984466788103507,20.0,7.0,13.0,0.0,20.0,35.0,-1.355473671141587,-1.355473671141587,11.25,13.571428571428571,3.0,9.384615384615383,57.14285714285714,71.42857142857143,71.42857142857143,-0.1204865485459188,56.52,B,C,FAST,FAR,LOW PRIORITY,48.53
APOLSINHOT.NS,1202.4000244140625,2026-09-26T19:22:18.543799+05:30,WAITING FOR 0.786,2026-07-15,1440.0,2026-08-26,1140.4000244140625,,1375.8856052246094,1290.2000122070312,1517.8959936523438,12.60901198121234,7.0,2.0,4.0,1.0,6.0,33.33333333333333,3.859788758085752,3.859788758085752,9.714285714285714,1.5,1.5,0.0,100.0,100.0,100.0,0.397331195685298,63.86,B,B,FAST,FAR,LOW PRIORITY,48.47
