Symbol,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade
GSLSU.NS,4,1,3,0,4,25.0,-0.41922064760265254,-0.41922064760265254,2.75,5.0,5.0,1.3333333333333333,100.0,100.0,100.0,-0.15244387185551,,INSUFFICIENT
MEDIASSIST.NS,4,1,3,0,4,25.0,-0.7122162452521472,-0.7122162452521472,4.5,10.0,10.0,2.0,0.0,100.0,100.0,-0.1582702767226994,,INSUFFICIENT
RENUKA.NS,5,1,3,1,4,25.0,-3.205537088611783,-3.205537088611783,15.8,1.0,1.0,5.0,100.0,100.0,100.0,-0.20288209421593562,,INSUFFICIENT
SUDARCOLOR.NS,5,1,3,1,4,25.0,-3.802148073992967,-3.802148073992967,14.0,1.0,1.0,3.0,100.0,100.0,100.0,-0.2715820052852119,,INSUFFICIENT
STYRENIX.NS,4,1,3,0,4,25.0,-5.554381738527039,-5.554381738527039,16.0,10.0,10.0,18.0,0.0,100.0,100.0,-0.34714885865793993,,INSUFFICIENT
NOVARTIND.NS,4,1,3,0,4,25.0,-4.5025146246922105,-4.5025146246922105,12.0,0.0,0.0,15.333333333333334,100.0,100.0,100.0,-0.3752095520576842,,INSUFFICIENT
CPPLUS.NS,4,1,3,0,4,25.0,-1.1623319059338388,-1.1623319059338388,2.5,3.0,3.0,2.0,100.0,100.0,100.0,-0.46493276237353554,,INSUFFICIENT
TIPSFILMS.NS,4,1,3,0,4,25.0,-2.8315678506349964,-2.8315678506349964,6.0,3.0,3.0,6.333333333333333,100.0,100.0,100.0,-0.47192797510583273,,INSUFFICIENT
INDOWIND.NS,4,1,3,0,4,25.0,-7.6718967730329135,-7.6718967730329135,13.75,2.0,2.0,17.333333333333332,100.0,100.0,100.0,-0.5579561289478483,,INSUFFICIENT
ANDHRSUGAR.NS,4,1,3,0,4,25.0,-3.282189739237309,-3.282189739237309,5.75,1.0,1.0,7.0,100.0,100.0,100.0,-0.5708156068238798,,INSUFFICIENT
GMMPFAUDLR.NS,4,1,3,0,4,25.0,-3.3510179674475538,-3.3510179674475538,5.75,0.0,0.0,6.666666666666667,100.0,100.0,100.0,-0.5827857334691398,,INSUFFICIENT
PIRAMALFIN.NS,4,1,3,0,4,25.0,-1.26321988515207,-1.26321988515207,2.0,5.0,5.0,0.0,100.0,100.0,100.0,-0.631609942576035,,INSUFFICIENT
MANAKALUCO.NS,4,1,3,0,4,25.0,-3.2905348161258896,-3.2905348161258896,4.5,14.0,14.0,0.6666666666666666,0.0,0.0,100.0,-0.7312299591390866,,INSUFFICIENT
UEL.NS,4,1,3,0,4,25.0,-1.8816162332513668,-1.8816162332513668,1.0,1.0,1.0,0.3333333333333333,100.0,100.0,100.0,-1.8816162332513668,,INSUFFICIENT
ISHANCH.NS,4,1,3,0,4,25.0,-3.0588870394766587,-3.0588870394766587,1.0,0.0,0.0,0.0,100.0,100.0,100.0,-3.0588870394766587,,INSUFFICIENT
AKI.NS,5,1,4,0,5,20.0,1.8777526403876295,1.8777526403876295,4.8,20.0,20.0,0.0,0.0,0.0,100.0,0.3911984667474228,,INSUFFICIENT
KANPRPLA.NS,5,1,4,0,5,20.0,1.3834192613956993,1.3834192613956993,5.6,14.0,14.0,2.75,0.0,0.0,100.0,0.2470391538206606,,INSUFFICIENT
DOLATALGO.NS,5,1,4,0,5,20.0,1.4813765628204227,1.4813765628204227,7.6,27.0,27.0,2.5,0.0,0.0,0.0,0.1949179687921609,,INSUFFICIENT
SGFIN.NS,5,1,4,0,5,20.0,-0.1933067998722736,-0.1933067998722736,5.4,22.0,22.0,0.5,0.0,0.0,0.0,-0.03579755553190252,,INSUFFICIENT
KRBL.NS,5,1,4,0,5,20.0,-1.3212820074297533,-1.3212820074297533,16.2,21.0,21.0,14.5,0.0,0.0,0.0,-0.08156061774257736,,INSUFFICIENT
VISAKAIND.NS,5,1,4,0,5,20.0,-1.2628962831691446,-1.2628962831691446,15.2,16.0,16.0,14.75,0.0,0.0,100.0,-0.08308528178744373,,INSUFFICIENT
FIVESTAR.NS,5,1,4,0,5,20.0,-2.464522140937285,-2.464522140937285,14.0,12.0,12.0,14.25,0.0,0.0,100.0,-0.17603729578123464,,INSUFFICIENT
GREAVESCOT.NS,5,1,4,0,5,20.0,-1.8548569598419253,-1.8548569598419253,10.4,20.0,20.0,7.5,0.0,0.0,100.0,-0.17835163075403127,,INSUFFICIENT
CONFIPET.NS,5,1,4,0,5,20.0,-4.321303913940694,-4.321303913940694,22.8,18.0,18.0,23.5,0.0,0.0,100.0,-0.18953087341845148,,INSUFFICIENT
JYOTICNC.NS,5,1,4,0,5,20.0,-5.559407525722968,-5.559407525722968,24.4,4.0,4.0,29.5,100.0,100.0,100.0,-0.22784457072635114,,INSUFFICIENT
HYUNDAI.NS,5,1,4,0,5,20.0,-2.2054968350136606,-2.2054968350136606,7.8,6.0,6.0,8.0,0.0,100.0,100.0,-0.28275600448893085,,INSUFFICIENT
MANAKSTEEL.NS,5,1,4,0,5,20.0,-1.17632516193138,-1.17632516193138,4.0,12.0,12.0,1.5,0.0,0.0,100.0,-0.294081290482845,,INSUFFICIENT
CONCORDBIO.NS,5,1,4,0,5,20.0,-2.4935383061346976,-2.4935383061346976,8.2,4.0,4.0,8.75,100.0,100.0,100.0,-0.30409003733349976,,INSUFFICIENT
SUNCLAY.NS,5,1,4,0,5,20.0,-2.659793498812365,-2.659793498812365,7.2,0.0,0.0,8.25,100.0,100.0,100.0,-0.3694157637239395,,INSUFFICIENT
BHARATRAS.NS,5,1,4,0,5,20.0,-4.651900954298833,-4.651900954298833,11.4,0.0,0.0,13.75,100.0,100.0,100.0,-0.4080614872191959,,INSUFFICIENT
ATHERENERG.NS,5,1,4,0,5,20.0,-3.2650081827290025,-3.2650081827290025,7.6,0.0,0.0,8.75,100.0,100.0,100.0,-0.42960633983276353,,INSUFFICIENT
RKEC.NS,5,1,4,0,5,20.0,-4.284486057950055,-4.284486057950055,9.4,16.0,16.0,7.5,0.0,0.0,100.0,-0.4557963891436228,,INSUFFICIENT
GENCON.NS,5,1,4,0,5,20.0,-2.764324959673309,-2.764324959673309,5.6,2.0,2.0,6.25,100.0,100.0,100.0,-0.4936294570845195,,INSUFFICIENT
ORIENTCER.NS,5,1,4,0,5,20.0,-5.622253179465618,-5.622253179465618,11.2,1.0,1.0,13.5,100.0,100.0,100.0,-0.501986891023716,,INSUFFICIENT
CENTRALBK.NS,5,1,4,0,5,20.0,-1.5626513231476227,-1.5626513231476227,3.0,10.0,10.0,1.0,0.0,100.0,100.0,-0.5208837743825409,,INSUFFICIENT
HEADSUP.NS,5,1,4,0,5,20.0,-5.375488780616303,-5.375488780616303,9.8,1.0,1.0,11.75,100.0,100.0,100.0,-0.5485192633281941,,INSUFFICIENT
JMA.NS,5,1,4,0,5,20.0,-3.9902986681616235,-3.9902986681616235,6.8,3.0,3.0,7.25,100.0,100.0,100.0,-0.586808627670827,,INSUFFICIENT
ALPHAGEO.NS,5,1,4,0,5,20.0,-5.212822116319877,-5.212822116319877,8.6,27.0,27.0,3.25,0.0,0.0,0.0,-0.606142106548823,,INSUFFICIENT
HIMATSEIDE.NS,5,1,4,0,5,20.0,-9.35552730400481,-9.35552730400481,14.8,3.0,3.0,17.75,100.0,100.0,100.0,-0.6321302232435682,,INSUFFICIENT
BUILDPRO.NS,5,1,4,0,5,20.0,-0.9498531831386969,-0.9498531831386969,1.4,3.0,3.0,0.0,100.0,100.0,100.0,-0.6784665593847836,,INSUFFICIENT
THELEELA.NS,5,1,4,0,5,20.0,-1.7937320310853757,-1.7937320310853757,2.6,4.0,4.0,1.75,100.0,100.0,100.0,-0.6898969350328368,,INSUFFICIENT
SHANTI.NS,5,1,4,0,5,20.0,-9.521742243642754,-9.521742243642754,10.0,4.0,4.0,11.25,100.0,100.0,100.0,-0.9521742243642753,,INSUFFICIENT
MANGALAM.NS,5,1,4,0,5,20.0,-2.9949758893027445,-2.9949758893027445,3.0,1.0,1.0,2.75,100.0,100.0,100.0,-0.9983252964342482,,INSUFFICIENT
DIAMINESQ.NS,5,1,4,0,5,20.0,-2.0363649530808843,-2.0363649530808843,1.6,1.0,1.0,1.0,100.0,100.0,100.0,-1.2727280956755527,,INSUFFICIENT
USK.NS,5,1,4,0,5,20.0,-4.875293006004311,-4.875293006004311,2.6,0.0,0.0,2.5,100.0,100.0,100.0,-1.8751126946170427,,INSUFFICIENT
BEPL.NS,2,0,1,1,1,0.0,8.335317577851693,8.335317577851693,30.5,,,0.0,,,,0.27328910091317027,,INSUFFICIENT
KSR.NS,2,0,1,1,1,0.0,7.787692322167237,7.787692322167237,31.0,,,0.0,,,,0.25121588136023343,,INSUFFICIENT
ICICIPRULI.NS,2,0,1,1,1,0.0,6.4893395326499315,6.4893395326499315,31.5,,,0.0,,,,0.20601077881428353,,INSUFFICIENT
DEN.NS,4,0,3,1,3,0.0,2.1853098197647234,2.1853098197647234,15.75,,,0.0,,,,0.13874982982633163,,INSUFFICIENT
GRMOVER.NS,2,0,1,1,1,0.0,4.335279579528016,4.335279579528016,32.5,,,3.0,,,,0.13339321783163124,,INSUFFICIENT
VOLTAS.NS,3,0,2,1,2,0.0,2.675566075807037,2.675566075807037,24.0,,,5.5,,,,0.11148191982529321,,INSUFFICIENT
ASAL.NS,2,0,1,1,1,0.0,3.170910477071982,3.170910477071982,32.5,,,5.0,,,,0.09756647621759945,,INSUFFICIENT
MCLOUD.NS,2,0,1,1,1,0.0,2.1477363513170333,2.1477363513170333,31.0,,,0.0,,,,0.06928181778442043,,INSUFFICIENT
DEEPAKNTR.NS,2,0,1,1,1,0.0,1.9390856435321215,1.9390856435321215,31.5,,,1.0,,,,0.06155827439784513,,INSUFFICIENT
RISHABH.NS,4,0,3,1,3,0.0,0.8445566436101437,0.8445566436101437,17.75,,,3.0,,,,0.04758065597803626,,INSUFFICIENT
UNIPARTS.NS,3,0,2,1,2,0.0,1.1667814612632192,1.1667814612632192,28.333333333333332,,,11.0,,,,0.04118052216223127,,INSUFFICIENT
BSOFT.NS,2,0,1,1,1,0.0,1.1893765208105433,1.1893765208105433,30.5,,,0.0,,,,0.03899595150198503,,INSUFFICIENT
SANOFI.NS,2,0,1,1,1,0.0,1.032078860385667,1.032078860385667,36.5,,,13.0,,,,0.02827613316125115,,INSUFFICIENT
MUTHOOTCAP.NS,2,0,1,1,1,0.0,0.5916487895881306,0.5916487895881306,34.0,,,8.0,,,,0.017401434987886193,,INSUFFICIENT
ENRIN.NS,3,0,2,1,2,0.0,0.13662845054716458,0.13662845054716458,25.333333333333332,,,7.0,,,,0.005393228311072286,,INSUFFICIENT
DHARMAJ.NS,5,0,3,2,3,0.0,0.06449944599207029,0.06449944599207029,28.6,,,6.0,,,,0.0022552253843381217,,INSUFFICIENT
HONASA.NS,2,0,1,1,1,0.0,-0.4036161811519685,-0.4036161811519685,30.5,,,0.0,,,,-0.01323331741481864,,INSUFFICIENT
WAAREEENER.NS,3,0,1,2,1,0.0,-1.410011101777928,-1.410011101777928,44.666666666666664,,,13.0,,,,-0.03156741272637152,,INSUFFICIENT
CAMS.NS,5,0,4,1,4,0.0,-0.5468585278076568,-0.5468585278076568,12.8,,,0.0,,,,-0.04272332248497318,,INSUFFICIENT
KOTAKBANK.NS,2,0,1,1,1,0.0,-2.05823768131769,-2.05823768131769,40.5,,,21.0,,,,-0.050820683489325676,,INSUFFICIENT
EQUITASBNK.NS,4,0,3,1,3,0.0,-1.080813424980533,-1.080813424980533,19.0,,,4.0,,,,-0.056884917104238576,,INSUFFICIENT
EXPLEOSOL.NS,2,0,1,1,1,0.0,-2.1172995799861742,-2.1172995799861742,30.5,,,0.0,,,,-0.06941965836020243,,INSUFFICIENT
GATEWAY.NS,5,0,4,1,4,0.0,-1.4594430528690991,-1.4594430528690991,15.6,,,4.0,,,,-0.09355404185058327,,INSUFFICIENT
DALBHARAT.NS,3,0,1,2,1,0.0,-4.31804182204107,-4.31804182204107,45.0,,,15.0,,,,-0.095956484934246,,INSUFFICIENT
LICHSGFIN.NS,4,0,3,1,3,0.0,-3.9689665685091615,-3.9689665685091615,39.25,,,32.0,,,,-0.10112016735055189,,INSUFFICIENT
FEDFINA.NS,4,0,3,1,3,0.0,-2.3291544593941795,-2.3291544593941795,20.75,,,7.666666666666667,,,,-0.1122484076816472,,INSUFFICIENT
IDEA.NS,4,0,3,1,3,0.0,-2.4353036657836062,-2.4353036657836062,19.25,,,5.333333333333333,,,,-0.12650928133940811,,INSUFFICIENT
MUNJALSHOW.NS,3,0,2,1,2,0.0,-2.883918766746041,-2.883918766746041,20.666666666666668,,,0.0,,,,-0.13954445645545357,,INSUFFICIENT
VERANDA.NS,3,0,2,1,2,0.0,-5.509410234667747,-5.509410234667747,34.333333333333336,,,21.5,,,,-0.1604682592621674,,INSUFFICIENT
CHEVIOT.NS,4,0,3,1,3,0.0,-2.6471012443798796,-2.6471012443798796,15.75,,,0.0,,,,-0.1680699202780876,,INSUFFICIENT
MPHASIS.NS,5,0,3,2,3,0.0,-5.165906370943757,-5.165906370943757,30.0,,,8.333333333333334,,,,-0.17219687903145858,,INSUFFICIENT
ALKEM.NS,3,0,2,1,2,0.0,-4.897237291864887,-4.897237291864887,27.0,,,9.5,,,,-0.18137915895795878,,INSUFFICIENT
MASTEK.NS,5,0,4,1,4,0.0,-4.390333254911058,-4.390333254911058,24.0,,,14.75,,,,-0.18293055228796073,,INSUFFICIENT
AARTIDRUGS.NS,4,0,3,1,3,0.0,-5.274664808617231,-5.274664808617231,28.0,,,17.0,,,,-0.18838088602204398,,INSUFFICIENT
JAINREC.NS,1,0,1,0,1,0.0,-6.621996015856081,-6.621996015856081,33.0,,,33.0,,,,-0.20066654593503275,,INSUFFICIENT
SHILCTECH.NS,1,0,1,0,1,0.0,-10.628645737039134,-10.628645737039134,51.0,,,51.0,,,,-0.20840481837331637,,INSUFFICIENT
KNAGRI.NS,5,0,4,1,4,0.0,-3.964957594017359,-3.964957594017359,18.4,,,7.0,,,,-0.215486825761813,,INSUFFICIENT
AKG.NS,3,0,2,1,2,0.0,-4.629595276519717,-4.629595276519717,20.666666666666668,,,0.0,,,,-0.22401267467030886,,INSUFFICIENT
IXIGO.NS,4,0,3,1,3,0.0,-3.904892269540112,-3.904892269540112,16.75,,,1.0,,,,-0.2331278966889619,,INSUFFICIENT
NAZARA.NS,4,0,3,1,3,0.0,-6.631735445795332,-6.631735445795332,28.25,,,16.666666666666668,,,,-0.23475169719629493,,INSUFFICIENT
ATAM.NS,4,0,3,1,3,0.0,-4.738468483582913,-4.738468483582913,19.75,,,5.0,,,,-0.23992245486495764,,INSUFFICIENT
TATVA.NS,3,0,3,0,3,0.0,-5.563054730551992,-5.563054730551992,22.0,,,22.0,,,,-0.2528661241159997,,INSUFFICIENT
ANUHPHR.NS,1,0,1,0,1,0.0,-12.360737354197788,-12.360737354197788,46.0,,,46.0,,,,-0.2687116816129954,,INSUFFICIENT
VALIANTLAB.NS,1,0,1,0,1,0.0,-5.753478555132404,-5.753478555132404,21.0,,,21.0,,,,-0.27397516929201926,,INSUFFICIENT
IPL.NS,4,0,3,1,3,0.0,-5.021302631807391,-5.021302631807391,18.0,,,3.0,,,,-0.2789612573226328,,INSUFFICIENT
5PAISA.NS,4,0,3,1,3,0.0,-4.472810105148659,-4.472810105148659,15.75,,,0.0,,,,-0.2839879431840418,,INSUFFICIENT
KABRAEXTRU.NS,5,0,4,1,4,0.0,-5.270494116233058,-5.270494116233058,18.4,,,7.25,,,,-0.28643989762136185,,INSUFFICIENT
NIPPOBATRY.NS,4,0,3,1,3,0.0,-6.458157332574444,-6.458157332574444,22.5,,,8.666666666666666,,,,-0.2870292147810864,,INSUFFICIENT
SCPL.NS,5,0,4,1,4,0.0,-3.7232900876284445,-3.7232900876284445,12.8,,,0.25,,,,-0.2908820380959722,,INSUFFICIENT
ALOKINDS.NS,3,0,2,1,2,0.0,-6.506271487804088,-6.506271487804088,21.333333333333332,,,1.5,,,,-0.30498147599081665,,INSUFFICIENT
SBICARD.NS,1,0,1,0,1,0.0,-3.985625904522743,-3.985625904522743,13.0,,,13.0,,,,-0.306586608040211,,INSUFFICIENT
FINPIPE.NS,4,0,3,1,3,0.0,-4.968289704978634,-4.968289704978634,15.75,,,0.0,,,,-0.31544696539546885,,INSUFFICIENT
MOSCHIP.NS,2,0,2,0,2,0.0,-7.911633082963851,-7.911633082963851,25.0,,,24.5,,,,-0.31646532331855404,,INSUFFICIENT
ATUL.NS,3,0,3,0,3,0.0,-6.114860927607668,-6.114860927607668,18.333333333333332,,,18.333333333333332,,,,-0.3335378687786001,,INSUFFICIENT
SOMANYCERA.NS,5,0,4,1,4,0.0,-5.6454120852260505,-5.6454120852260505,16.8,,,5.5,,,,-0.3360364336444078,,INSUFFICIENT
SANOFICONR.NS,3,0,3,0,3,0.0,-3.9892728645083246,-3.9892728645083246,11.666666666666666,,,11.333333333333334,,,,-0.3419376741007136,,INSUFFICIENT
RGL.NS,5,0,4,1,4,0.0,-4.806267083182566,-4.806267083182566,14.0,,,1.75,,,,-0.34330479165589756,,INSUFFICIENT
GODIGIT.NS,5,0,4,1,4,0.0,-4.595471997022188,-4.595471997022188,13.2,,,0.0,,,,-0.3481418179562264,,INSUFFICIENT
TAKE.NS,2,0,1,1,1,0.0,-10.67570885273193,-10.67570885273193,30.5,,,0.0,,,,-0.350023241073178,,INSUFFICIENT
YATRA.NS,3,0,2,1,2,0.0,-7.663468760032213,-7.663468760032213,21.333333333333332,,,0.0,,,,-0.35922509812651,,INSUFFICIENT
QUESS.NS,3,0,2,1,2,0.0,-7.899014404703135,-7.899014404703135,21.333333333333332,,,0.0,,,,-0.3702663002204595,,INSUFFICIENT
NBIFIN.NS,5,0,4,1,4,0.0,-4.772199513350546,-4.772199513350546,12.8,,,0.0,,,,-0.37282808698051134,,INSUFFICIENT
HATSUN.NS,5,0,4,1,4,0.0,-5.745139249575817,-5.745139249575817,14.8,,,2.25,,,,-0.3881850844307984,,INSUFFICIENT
TARSONS.NS,1,0,1,0,1,0.0,-13.11401377069573,-13.11401377069573,32.0,,,32.0,,,,-0.40981293033424154,,INSUFFICIENT
TRUALT.NS,1,0,1,0,1,0.0,-13.18598613284753,-13.18598613284753,32.0,,,32.0,,,,-0.4120620666514853,,INSUFFICIENT
EUREKAFORB.NS,4,0,4,0,4,0.0,-5.646051522931717,-5.646051522931717,12.75,,,12.25,,,,-0.44282757042601706,,INSUFFICIENT
MODIS.NS,3,0,3,0,3,0.0,-5.194789004946736,-5.194789004946736,11.666666666666666,,,11.0,,,,-0.4452676289954345,,INSUFFICIENT
AFIL.NS,3,0,2,1,2,0.0,-9.510852379690908,-9.510852379690908,21.333333333333332,,,1.5,,,,-0.44582120529801134,,INSUFFICIENT
AAVAS.NS,2,0,2,0,2,0.0,-4.935173614524496,-4.935173614524496,11.0,,,10.5,,,,-0.4486521467749542,,INSUFFICIENT
TOLINS.NS,2,0,2,0,2,0.0,-13.68659174090093,-13.68659174090093,30.5,,,30.5,,,,-0.4487407128164239,,INSUFFICIENT
PWL.NS,1,0,1,0,1,0.0,-16.74204869739514,-16.74204869739514,37.0,,,37.0,,,,-0.4524878026323011,,INSUFFICIENT
SAATVIKGL.NS,3,0,3,0,3,0.0,-6.144833106042415,-6.144833106042415,13.333333333333334,,,13.0,,,,-0.4608624829531811,,INSUFFICIENT
PLATIND.NS,4,0,4,0,4,0.0,-5.584921894285758,-5.584921894285758,12.0,,,11.75,,,,-0.4654101578571465,,INSUFFICIENT
TRAVELFOOD.NS,4,0,4,0,4,0.0,-4.685571904952202,-4.685571904952202,10.0,,,9.5,,,,-0.46855719049522027,,INSUFFICIENT
ALMONDZ.NS,4,0,3,1,3,0.0,-8.942553978178378,-8.942553978178378,18.5,,,4.333333333333333,,,,-0.48338129611775016,,INSUFFICIENT
AEPL.NS,2,0,2,0,2,0.0,-8.516028523792876,-8.516028523792876,17.5,,,17.0,,,,-0.4866302013595929,,INSUFFICIENT
BANDHANBNK.NS,3,0,3,0,3,0.0,-6.020011271571591,-6.020011271571591,12.0,,,12.0,,,,-0.5016676059642993,,INSUFFICIENT
LGEINDIA.NS,3,0,3,0,3,0.0,-4.228434784847621,-4.228434784847621,8.333333333333334,,,7.666666666666667,,,,-0.5074121741817145,,INSUFFICIENT
STOVEKRAFT.NS,3,0,3,0,3,0.0,-10.04229491946274,-10.04229491946274,18.666666666666668,,,18.0,,,,-0.5379800849712182,,INSUFFICIENT
STYLEBAAZA.NS,4,0,3,1,3,0.0,-8.767948178037772,-8.767948178037772,15.75,,,0.3333333333333333,,,,-0.5566951224150967,,INSUFFICIENT
ELIN.NS,1,0,1,0,1,0.0,-16.971029559233468,-16.971029559233468,29.0,,,29.0,,,,-0.5852079158356368,,INSUFFICIENT
HARSHA.NS,3,0,3,0,3,0.0,-7.842644181492239,-7.842644181492239,13.333333333333334,,,12.666666666666666,,,,-0.5881983136119179,,INSUFFICIENT
HGS.NS,2,0,2,0,2,0.0,-3.5363464298888525,-3.5363464298888525,6.0,,,6.0,,,,-0.5893910716481421,,INSUFFICIENT
MOL.NS,2,0,2,0,2,0.0,-11.011396469224076,-11.011396469224076,18.5,,,18.5,,,,-0.5952106199580581,,INSUFFICIENT
AMBIKCO.NS,1,0,1,0,1,0.0,-8.022970078331387,-8.022970078331387,13.0,,,13.0,,,,-0.6171515444870297,,INSUFFICIENT
ACI.NS,4,0,4,0,4,0.0,-7.683961326944224,-7.683961326944224,12.0,,,11.75,,,,-0.6403301105786853,,INSUFFICIENT
PICCADIL.NS,3,0,3,0,3,0.0,-6.22122816629846,-6.22122816629846,9.666666666666666,,,9.0,,,,-0.6435753275481166,,INSUFFICIENT
MMWL.NS,1,0,1,0,1,0.0,-7.798790856740462,-7.798790856740462,12.0,,,12.0,,,,-0.6498992380617051,,INSUFFICIENT
ONESOURCE.NS,1,0,1,0,1,0.0,-10.082533359390297,-10.082533359390297,15.0,,,15.0,,,,-0.6721688906260198,,INSUFFICIENT
NILKAMAL.NS,2,0,2,0,2,0.0,-8.49472380406121,-8.49472380406121,12.5,,,12.0,,,,-0.6795779043248967,,INSUFFICIENT
DDEVPLSTIK.NS,3,0,3,0,3,0.0,-6.674081831430672,-6.674081831430672,9.666666666666666,,,9.333333333333334,,,,-0.6904222584238626,,INSUFFICIENT
EKC.NS,2,0,2,0,2,0.0,-4.7694474031148,-4.7694474031148,6.5,,,6.0,,,,-0.7337611389407385,,INSUFFICIENT
AARTIIND.NS,1,0,1,0,1,0.0,-6.901196418667293,-6.901196418667293,9.0,,,9.0,,,,-0.7667996020741437,,INSUFFICIENT
GUJENERGY.NS,5,0,5,0,5,0.0,-6.369673689333548,-6.369673689333548,8.2,,,7.8,,,,-0.7767894743089694,,INSUFFICIENT
BATAINDIA.NS,1,0,1,0,1,0.0,-2.3329374831619756,-2.3329374831619756,3.0,,,3.0,,,,-0.7776458277206585,,INSUFFICIENT
BHARATCOAL.NS,1,0,1,0,1,0.0,-10.50135055686814,-10.50135055686814,13.0,,,13.0,,,,-0.8077961966821646,,INSUFFICIENT
SPENCERS.NS,3,0,3,0,3,0.0,-10.21163919081456,-10.21163919081456,12.333333333333334,,,11.666666666666666,,,,-0.8279707452011805,,INSUFFICIENT
MANORG.NS,1,0,1,0,1,0.0,-11.67834714065159,-11.67834714065159,14.0,,,14.0,,,,-0.834167652903685,,INSUFFICIENT
THEINVEST.NS,4,0,4,0,4,0.0,-9.715564601592783,-9.715564601592783,11.5,,,11.25,,,,-0.8448317044863289,,INSUFFICIENT
ADVAIT.NS,3,0,3,0,3,0.0,-5.483426526251839,-5.483426526251839,6.333333333333333,,,6.333333333333333,,,,-0.8658041883555536,,INSUFFICIENT
RUPA.NS,3,0,3,0,3,0.0,-6.126874210505366,-6.126874210505366,7.0,,,6.666666666666667,,,,-0.8752677443579094,,INSUFFICIENT
AVL.NS,3,0,3,0,3,0.0,-7.943770833969622,-7.943770833969622,9.0,,,8.666666666666666,,,,-0.8826412037744025,,INSUFFICIENT
DISAQ.NS,2,0,2,0,2,0.0,-3.5323248788132147,-3.5323248788132147,4.0,,,4.0,,,,-0.8830812197033037,,INSUFFICIENT
EMBDL.NS,5,0,5,0,5,0.0,-9.367635433332474,-9.367635433332474,10.6,,,9.8,,,,-0.8837391918238183,,INSUFFICIENT
INDORAMA.NS,3,0,3,0,3,0.0,-12.722784006585186,-12.722784006585186,14.333333333333334,,,14.333333333333334,,,,-0.8876360934826873,,INSUFFICIENT
STLNETWORK.NS,1,0,1,0,1,0.0,-18.015445538645018,-18.015445538645018,20.0,,,20.0,,,,-0.9007722769322509,,INSUFFICIENT
LENSKART.NS,5,0,5,0,5,0.0,-3.6884790218970642,-3.6884790218970642,4.0,,,3.4,,,,-0.9221197554742661,,INSUFFICIENT
ATLASCYCLE.NS,1,0,1,0,1,0.0,-18.51372993864909,-18.51372993864909,20.0,,,20.0,,,,-0.9256864969324544,,INSUFFICIENT
CARRARO.NS,2,0,2,0,2,0.0,-12.17705245813056,-12.17705245813056,13.0,,,12.5,,,,-0.9366963429331201,,INSUFFICIENT
ARKADE.NS,3,0,3,0,3,0.0,-7.295438856110059,-7.295438856110059,7.666666666666667,,,7.333333333333333,,,,-0.9515789812317468,,INSUFFICIENT
POLYPLEX.NS,4,0,4,0,4,0.0,-4.108035368879103,-4.108035368879103,4.25,,,3.5,,,,-0.9665965573833184,,INSUFFICIENT
EUROPRATIK.NS,1,0,1,0,1,0.0,-2.925765470746407,-2.925765470746407,3.0,,,3.0,,,,-0.9752551569154689,,INSUFFICIENT
SAGILITY.NS,5,0,5,0,5,0.0,-5.682903053087607,-5.682903053087607,5.8,,,5.4,,,,-0.9798108712220012,,INSUFFICIENT
PROTEAN.NS,2,0,2,0,2,0.0,-4.489273776308856,-4.489273776308856,4.5,,,4.0,,,,-0.9976163947353014,,INSUFFICIENT
HEIDELBERG.NS,2,0,2,0,2,0.0,-9.510342284489978,-9.510342284489978,9.5,,,9.0,,,,-1.0010886615252608,,INSUFFICIENT
GNFC.NS,2,0,2,0,2,0.0,-6.077646555100777,-6.077646555100777,6.0,,,5.5,,,,-1.012941092516796,,INSUFFICIENT
MADHAV.NS,5,0,5,0,5,0.0,-8.328796988684934,-8.328796988684934,8.2,,,7.8,,,,-1.015706949839626,,INSUFFICIENT
RKSWAMY.NS,1,0,1,0,1,0.0,-7.237658152057835,-7.237658152057835,7.0,,,7.0,,,,-1.0339511645796908,,INSUFFICIENT
SUYOG.NS,2,0,2,0,2,0.0,-4.226174340924439,-4.226174340924439,4.0,,,3.5,,,,-1.0565435852311098,,INSUFFICIENT
RBZJEWEL.NS,2,0,2,0,2,0.0,-10.146595051159576,-10.146595051159576,9.5,,,9.0,,,,-1.068062636964166,,INSUFFICIENT
INDGN.NS,4,0,4,0,4,0.0,-6.459524211528178,-6.459524211528178,6.0,,,6.0,,,,-1.0765873685880296,,INSUFFICIENT
NEPHROPLUS.NS,2,0,2,0,2,0.0,-4.4000150210659505,-4.4000150210659505,4.0,,,3.5,,,,-1.1000037552664876,,INSUFFICIENT
TRACXN.NS,4,0,4,0,4,0.0,-8.544489001048174,-8.544489001048174,7.75,,,7.25,,,,-1.1025147098126675,,INSUFFICIENT
ORIENTBELL.NS,4,0,4,0,4,0.0,-6.913726473829257,-6.913726473829257,6.25,,,5.5,,,,-1.1061962358126811,,INSUFFICIENT
LAXMIINDIA.NS,4,0,4,0,4,0.0,-8.942491632355411,-8.942491632355411,8.0,,,7.5,,,,-1.1178114540444264,,INSUFFICIENT
